,id,name,main_trail,locality,walk,bike,off_road_v,mobility_a,horse,dog_access,dog_weblin,conditions,status,descriptio,weblink,image_link,managed_by,data_suppl,spatial_ac,date_modif,local_auth,geometry,affected_area,affected_length
20712,F485__512533,Waipu Pully Pontoon Track,,,3.0,99.0,99.0,,99.0,,,,,Waipu Pully Pontoon track,,,DOC,DOC,,,,"LINESTRING (1735309.7013484442 6012556.005903848, 1735312.312 6012557.2065)",0.0,2.87348789195167
11015,F485__511745,Smugglers/ Busby Head Track,,,3.0,99.0,99.0,,99.0,,,,,SMUGGLERS/ BUSBY HEAD TK,,,DOC,DOC,,,,"MULTILINESTRING ((1738229.6205508285 6030751.2935164375, 1738227.7847999996 6030745.5134, 1738223.079109415 6030744.1416746), (1738186.0418127624 6030700.414150472, 1738181.9156 6030692.1647, 1738182.1808000002 6030692.3713, 1738178.0173000004 6030688.9304, 1738174.466 6030685.9348, 1738173.2527 6030681.7043, 1738175.1036999999 6030674.1639, 1738166.4561 6030662.372, 1738163.4650999997 6030645.543, 1738162.7406000001 6030644.8443, 1738155.5091072503 6030637.956635612))",0.0,85.4477284171594
12200,F485__512567,Tahuna Coastal Walk,,,3.0,99.0,99.0,,99.0,,,,,TAHUNA COASTAL WALK,,,DOC,DOC,,,,"LINESTRING (1731925.042261039 6021752.319352427, 1731930.9437999995 6021747.68, 1731942.9053999996 6021750.5417, 1731948.3282000003 6021751.5764, 1731958.5334 6021756.3336, 1731962.2593999999 6021768.2837, 1731961.2818 6021801.4425, 1731955.8949999996 6021825.5165, 1731954.0957000004 6021848.2626, 1731950.1659000004 6021870.1479, 1731949.7029999997 6021881.6493, 1731945.9212999996 6021903.3278, 1731945.6364000002 6021925.1863, 1731929.2518999996 6022021.8511, 1731922.3711 6022075.4461, 1731922.8711 6022087.1097, 1731921.2090999996 6022109.4446, 1731911.8789 6022164.6293, 1731904.7679000003 6022238.7149, 1731901.1293000001 6022259.3682, 1731899.8115999997 6022281.4654, 1731886.8463000003 6022344.4326, 1731881.2029999997 6022398.3809, 1731875.7665 6022430.2951, 1731871.0921999998 6022463.1001, 1731870.7538 6022518.2802, 1731864.7926000003 6022551.5228, 1731857.8649000004 6022626.2937, 1731854.5489999996 6022646.2912, 1731852.5426000003 6022678.4796, 1731845.2843000004 6022733.7168, 1731840.7915000003 6022788.773, 1731838.5817 6022799.8077, 1731835.6815999998 6022843.0388, 1731821.4983 6022907.1027, 1731811.3908000002 6022928.6619, 1731800.7637 6022929.1557, 1731796.0445591891 6022927.401747671)",0.0,1238.2669098353008
11795,F485__509183,Uretiti Camp Beach Accesses (3),,,3.0,99.0,99.0,,99.0,,,,,URETITI CAMP BEACH ACCESSES (3),,,DOC,DOC,,,,"LINESTRING (1731842.585604996 6022308.312220635, 1731852.0921 6022309.7982, 1731862.7226999998 6022315.7373)",0.0,21.799065218545604
13993,3592594,,,,99.0,99.0,,,,,,,,,,,,Land Information New Zealand,,,,"LINESTRING (1731842.585604996 6022308.312220635, 1731852.0921 6022309.7982, 1731862.7226999998 6022315.7373, 1731889.6564999996 6022330.7847)",0.0,52.65119365686526
13991,3592597,,,,99.0,99.0,,,,,,,,,,,,Land Information New Zealand,,,,"LINESTRING (1731835.9475415552 6022439.861667306, 1731851.7774 6022439.9, 1731874.7079999996 6022439.9555)",0.0,38.76057202107688
13990,F485__509182,Uretiti Camp Beach Accesses (3),,,3.0,99.0,99.0,,99.0,,,,,URETITI CAMP BEACH ACCESSES (3),,,DOC,DOC,,,,"LINESTRING (1731835.9475415552 6022439.861667306, 1731851.7774 6022439.9)",0.0,15.829904856943244
13987,3592595,,,,99.0,99.0,,,,,,,,,,,,Land Information New Zealand,,,,"LINESTRING (1731830.8479827053 6022525.73248437, 1731840.9237000002 6022526.2149, 1731869.0891000004 6022527.5634)",0.0,38.284922672324505
7146,3592596,,,,99.0,99.0,,,,,,,,,,,,Land Information New Zealand,,,,"LINESTRING (1731816.673349109 6022639.408339682, 1731831.1925 6022637.3694, 1731856.6205000002 6022633.7985)",0.0,40.33912698095955
19725,F485__509050,Uretiti Amenity Beach Access (Day Area),,,3.0,99.0,99.0,,99.0,,,,,URETITI AMENITY BEACH ACCESS (Day Area),,,DOC,DOC,,,,"LINESTRING (1731816.673349109 6022639.408339682, 1731831.1925 6022637.3694)",0.0,14.661617155627045
20660,3554012,,,,99.0,99.0,,,,,,,,,,,,Land Information New Zealand,,,,"LINESTRING (1731772.2181000002 6023977.245, 1731770.2351457227 6023976.097360856)",0.0,2.2911096158155266
13984,3517582,Te Araroa Trail,Te Araroa Trail,,99.0,99.0,,,,,,,,,,,,Land Information New Zealand,,,,"MULTILINESTRING ((1731811.6716 6022928.063, 1731809.0990000004 6022966.184, 1731800.9139331628 6023038.030709553), (1731794.336119886 6023108.664622318, 1731797.842030336 6023141.970689092), (1731798.9859161484 6023152.837577395, 1731800.0053000003 6023162.5217, 1731793.9054622764 6023226.569900411), (1731772.2023420169 6023973.746552423, 1731772.2181000002 6023977.245, 1731772.4139549988 6024020.72480112))",0.0,265.06359803591
16829,F485__512522,Bream Bay Drive Road End Track,,,3.0,99.0,99.0,,99.0,,,,,Bream Bay Drive Road End Track,,,DOC,DOC,,,,"LINESTRING (1731813.0442000004 6024610.2102, 1731812.1415999997 6024611.2903, 1731811.3268999998 6024611.6977, 1731810.9855000004 6024611.8082, 1731807.4127000002 6024614.3025, 1731801.295 6024615.6144, 1731792.3370000003 6024614.0841, 1731790.8890196756 6024613.38287819)",0.0,23.98804379801203
16836,F485__512520,Bream Bay Boardwalk & Conc Path To Road,,,3.0,99.0,99.0,,99.0,,,,,Bream Bay Boardwalk & Conc Path to Road,,,DOC,DOC,,,,"LINESTRING (1731821.3653999995 6024944.7143, 1731821.2904000003 6024944.7191, 1731818.2141000004 6024944.2104, 1731818.0079412416 6024944.197325121)",0.0,3.399802308497594
6274,810,Bream Bay Marsden,,,3.0,3.0,,,99.0,,,,open,route clear of campsite at Ruakaka,http://www.teararoa.org.nz/northland/bream-bay-walk,,1,Kim Ollivier,,,Whangarei District,"MULTILINESTRING ((1735511.9069908082 6032494.562215159, 1735441.2269000001 6032359.7779, 1735359.5516999997 6032277.6989, 1735098.1212999998 6032014.7577, 1734634.5355000002 6031553.3383, 1734443.9020999996 6031380.0352, 1734316.0910999998 6031234.8938, 1734222.9407000002 6031148.2423, 1734060.4689999996 6030955.4426, 1733919.6602999996 6030801.6361, 1733750.6897 6030604.5039, 1733544.8923000004 6030381.3761, 1733256.7758999998 6030019.6059, 1732958.2462 6029329.5543, 1732805.8459 6028821.5533, 1732611.8459 6028440.9971, 1732460.4052 6028069.7118, 1732431.824961158 6027965.78373315), (1732314.201331709 6027561.4273498375, 1732295.286536534 6027505.477619014), (1731821.6025305793 6024956.080071168, 1731820.698134633 6024941.077736047), (1731802.661324982 6024657.813277255, 1731800.7059854225 6024605.018601066), (1731800.7711485615 6024570.919291021, 1731802.4584 6024475.5909, 1731794.654401029 6024325.445495501), (1731793.224717685 6024297.939035697, 1731792.0352777052 6024275.054749375), (1731779.3341610825 6024030.691019956, 1731775.708663771 6023960.938094256), (1731793.905463242 6023226.569790273, 1731800.0053000003 6023162.5216, 1731798.9859183552 6023152.837498358), (1731797.8420419558 6023141.970699481, 1731794.3361296349 6023108.664614932), (1731800.9139309276 6023038.030642456, 1731822.3167000003 6022850.1619, 1731831.8787000002 6022729.0428, 1731838.2533999998 6022445.3691, 1731839.726945538 6022431.61603913), (1731844.3357027266 6022388.601068434, 1731857.3775000004 6022266.8779, 1731860.5647999998 6022203.131, 1731862.9482454124 6022186.744836157), (1731895.903500294 6021983.547294317, 1731905.1875999998 6021941.7687, 1731924.3117000004 6021820.6496, 1731972.1218999997 6021587.9735, 1731997.6206 6021412.6695, 1732013.5573000005 6021342.548, 1732023.1194000002 6021243.7403, 1732042.2434 6020950.5046, 1732067.7422000002 6020810.2614, 1732083.6788999997 6020730.5778, 1732090.0536000002 6020628.5828, 1732105.9902999997 6020529.7751, 1732125.1144000003 6020459.6535, 1732199.3975999998 6020109.8039, 1732199.7054813933 6020075.936283751), (1732199.978407824 6020045.913788683, 1732200.0586971454 6020037.081790431))",0.0,8903.728430690213
13994,F485__512523,Bream Bay Vehicle Access Track,,,3.0,99.0,99.0,,99.0,,,,,Bream Bay Vehicle Access Track,,,DOC,DOC,,,,"LINESTRING (1732295.815171538 6027534.455260184, 1732298.9837999996 6027533.5475)",0.0,3.2960938819258288
17922,F485__512550,Wahanui Walk Beach Access Track,,,3.0,99.0,99.0,,99.0,,,,,Wahanui Walk Beach Access Track,,,DOC,DOC,,,,"LINESTRING (1732436.4574999996 6028092.0718, 1732435.7454000004 6028092.7482, 1732432.1596 6028094.4662, 1732427.9369 6028095.8609, 1732422.2853250334 6028097.340089314)",0.0,15.247264428424732
17923,F485__512540,Taotahi Walk Beach Access,,,3.0,99.0,99.0,,99.0,,,,,Taotahi Walk Beach Access,,,DOC,DOC,,,,"LINESTRING (1732454.6995239344 6028202.703964204, 1732458.8816999998 6028202.4607, 1732463.7280000001 6028200.5019)",0.0,9.416435611482715
7976,F485__512534,Te Kamo Street Beach Access Track,,,3.0,99.0,99.0,,99.0,,,,,Te Kamo Street Beach Access Track,,,DOC,DOC,,,,"LINESTRING (1732487.098877451 6028327.694521111, 1732489.5201000003 6028326.6603)",0.0,2.6328562326487033
11797,F485__512537,Station Road Beach Access,,,3.0,99.0,99.0,,99.0,,,,,Station Road Beach Access,,,DOC,DOC,,,,"LINESTRING (1732519.2642 6028382.6163, 1732518.7407 6028382.5173, 1732515.1648000004 6028384.9008, 1732511.6640999997 6028386.2848, 1732511.6673999997 6028386.5066, 1732511.6690999996 6028386.6175, 1732511.4815999996 6028392.1677, 1732508.5203 6028405.4149, 1732506.8448275914 6028411.650870596)",0.0,34.511975391740485
8941,F485__512546,Bream Bay Beach Access Track 4,,,3.0,99.0,99.0,,99.0,,,,,Bream Bay Beach Access Track 4,,,DOC,DOC,,,,"LINESTRING (1734087.4937585397 6031126.225191704, 1734090.9568999996 6031123.4546, 1734095.9840000002 6031118.9567, 1734102.8631999996 6031117.1046, 1734108.4194999998 6031115.7817, 1734115.0340999998 6031114.1942)",0.0,30.818820643481594
13679,F485__511743,Tutukaka Track,,,3.0,99.0,99.0,,99.0,,,,,TUTUKAKA TRACK,,,DOC,DOC,,,,"MULTILINESTRING ((1739178.707515511 6057935.780376139, 1739178.8306345239 6057934.579922223), (1739179.3706394283 6057934.109148713, 1739184.5593999997 6057931.8187))",0.0,6.878557695728351
14020,3593572,,,,99.0,99.0,,,,,,,,,,,,Land Information New Zealand,,,,"LINESTRING (1736565.9148000004 6063444.2207, 1736562.2442446826 6063442.977277372)",0.0,3.8754452871393186
10644,3556147,Otito Track,Otito Track,,99.0,99.0,,,,,,,,,,,,Land Information New Zealand,,,,"MULTILINESTRING ((1736626.932217015 6063738.238288172, 1736616.100458802 6063725.913885122), (1736609.4181888888 6063718.310780799, 1736605.1953138958 6063713.5059825), (1736582.2047032907 6063687.347205146, 1736582.1763732838 6063687.314971189), (1736561.244320055 6063484.284024978, 1736562.2369 6063473.0459, 1736565.9148000004 6063444.2207, 1736573.1173999999 6063389.0635, 1736573.2615 6063362.8378, 1736567.0162488113 6063357.355254045))",0.0,153.35021621436408
20733,F485__512504,Otito Track,,,3.0,99.0,99.0,,99.0,,,,,OTITO TRACK,,,DOC,DOC,,,,"MULTILINESTRING ((1736608.3164144948 6063626.246781007, 1736610.1030000001 6063632.311, 1736617.1484000003 6063645.8081, 1736622.4785000002 6063652.9893, 1736621.8728999998 6063655.6209, 1736622.0159 6063658.0087, 1736632.6617 6063678.3693, 1736641.8772 6063691.1636, 1736652.7495999997 6063713.4178, 1736656.3831471198 6063716.150090592), (1736706.9462792345 6063798.10930846, 1736707.1662999997 6063798.4172, 1736721.1023000004 6063816.263, 1736723.0292999996 6063817.554, 1736731.4616999999 6063836.2559, 1736730.284 6063846.187, 1736730.4055000003 6063848.6588, 1736727.5097000003 6063852.0881, 1736727.134210111 6063854.601543983))",0.0,169.0012668370393
6445,610,Matapouri Road Wooleys Bay,,,3.0,4.0,,,99.0,,,,open,,http://www.teararoa.org.nz/northland/woolleys-bay-connection,,1,Kim Ollivier,,,Whangarei District,"MULTILINESTRING ((1733665.270457918 6064177.863031302, 1733675.1161000002 6064167.4704, 1733730.1889000004 6064139.0996, 1733733.3403977489 6064138.049100751), (1733780.990706228 6064122.165664591, 1733796.8449442252 6064116.880918591), (1734649.1623733179 6063828.462522834, 1734660.8979000002 6063846.564, 1734789.2443000004 6063774.9345, 1734832.8406999996 6063747.8774, 1734874.8233000003 6063728.2361, 1734926.2062 6063709.5708, 1734952.0624000002 6063700.67, 1734981.2805000003 6063692.8366, 1735017.3518000003 6063681.7316, 1735057.6882999996 6063667.394, 1735139.7994999997 6063640.5476, 1735167.5307 6063627.7172, 1735194.5577536544 6063598.481005248))",0.0,712.0881178958134
14021,F485__512503,Mermaid Track,,,3.0,99.0,99.0,,99.0,,,,,MERMAID TRACK,,,DOC,DOC,,,,"LINESTRING (1736753.759105628 6063855.199607866, 1736752.3783999998 6063855.4176, 1736730.7920000004 6063841.9037)",0.0,26.865398848349173
14018,3574531,Otito Track,Otito Track,,99.0,99.0,,,,,,,,,,,,Land Information New Zealand,,,,"MULTILINESTRING ((1736003.9940773824 6064089.789947806, 1736005.6658351214 6064086.216559393), (1735999.6930359167 6064010.36738387, 1735996.853468068 6063991.264906567))",0.0,23.25748207237951
20438,10002346,Arai Te Uru,Arai Te Uru,,99.0,99.0,,,,,,,,,,,,Land Information New Zealand,,,,"MULTILINESTRING ((1637224.0147466112 6061380.2140719695, 1637185.5674 6061382.35, 1637081.7750000004 6061382.35, 1637048.2512558247 6061417.470084382), (1637041.0381398918 6061425.02667588, 1637025.8866999997 6061440.8996, 1637023.724338761 6061447.819173839), (1637021.75117412 6061454.133317001, 1637020.2169635461 6061459.04280352), (1637005.2551328095 6061506.920785558, 1636999.4975861064 6061525.344982604), (1636853.2164015118 6061648.193823655, 1636789.0269999998 6061707.0341, 1636666.6052 6061848.0854, 1636586.7648 6061957.2005, 1636514.9085 6062068.977, 1636459.0203 6062132.8493, 1636453.6975999996 6062164.7854, 1636389.8252999997 6062228.6577, 1636360.5505 6062263.2552, 1636336.5983999996 6062276.5619, 1636312.6463000001 6062289.8686, 1636312.6463000001 6062332.4502, 1636280.8758346806 6062395.99103881), (1636038.690584575 6062631.63208256, 1636000 6062674.4273, 1635962.2282999996 6062700.8428, 1635932.6430000002 6062725.145, 1635898.8312999997 6062757.9001, 1635861.8496000003 6062785.3722, 1635817.4716999996 6062812.8442, 1635807.8779543706 6062824.106435144))",0.0,1509.9474933022127
20445,F485__509111,Arai Te Uru (Off Signal Station Track To,,,3.0,99.0,99.0,,99.0,,,,,ARAI TE URU (OFF SIGNAL STATION TRACK TO,,,DOC,DOC,,,,"MULTILINESTRING ((1635752.3755690188 6062753.850246662, 1635761.4418000001 6062748.9989, 1635779.2067999998 6062739.3689, 1635790.5 6062737.7851, 1635803.4062 6062736.2055, 1635819.5165 6062742.6983, 1635835.6278999997 6062749.1911, 1635853.3929000003 6062739.5611, 1635882.4678999996 6062721.8963, 1635914.7939 6062694.5629, 1635953.5584000004 6062672.0852, 1635990.7391999997 6062638.3133, 1636014.9845000003 6062617.411, 1636021.4311642481 6062611.767466714), (1636252.5679229894 6062376.023851777, 1636259.1547999997 6062368.0676, 1636280.1865999997 6062342.3179, 1636298.0277000004 6062303.6579, 1636314.2340000002 6062273.0576, 1636335.2907999996 6062237.6319, 1636362.7955 6062203.8349, 1636395.1423000004 6062168.4384, 1636412.9448999995 6062144.2933, 1636429.1303000003 6062121.757, 1636459.8683000002 6062084.7433, 1636479.3048 6062052.5384, 1636492.2901999997 6062020.3168, 1636516.5729999999 6061984.8993, 1636553.7328000003 6061959.1913, 1636586.0670999996 6061928.6327, 1636602.2774999999 6061896.4205, 1636613.6541 6061862.5816, 1636626.6270000003 6061835.199, 1636663.8076 6061801.4269, 1636705.818 6061770.8934, 1636725.2377000004 6061745.1394, 1636744.6657999996 6061716.1604, 1636777.0042000003 6061683.9888, 1636809.3042000001 6061666.3322, 1636840.6374290974 6061635.161555194), (1636971.0992875264 6061515.87888331, 1636979.0510999998 6061508.7218, 1637005.8374124488 6061483.342241357), (1637037.918118917 6061441.155033006, 1637043.1632158863 6061433.703246156), (1637053.4231649775 6061418.032817523, 1637063.1884000003 6061402.4974, 1637082.6246999996 6061370.2934, 1637100.4356000004 6061342.9222, 1637124.6892 6061318.7937, 1637148.8844999997 6061317.2432, 1637169.8339 6061323.7484, 1637198.8296999997 6061336.7254, 1637219.4643777397 6061336.7787338495))",0.0,1562.282154022411
8929,F485__512145,Motatara Track,,,3.0,99.0,99.0,,99.0,,,,,MOTATARA TK,,,DOC,DOC,,,,"LINESTRING (1733485.4033000004 6069202.9712, 1733461.7621999998 6069210.4694, 1733462.085891799 6069212.665723198)",0.0,27.021753579113334
13998,3556154,Motutara Track,Motutara Track,,99.0,99.0,,,,,,,,,,,,Land Information New Zealand,,,,"LINESTRING (1733461.4524999997 6069210.2492, 1733460.0940953726 6069211.868829265)",0.0,2.1138737157813114
20626,F485__509054,Tohumoana Loop To Lookout,,,3.0,99.0,99.0,,99.0,,,,,TOHUMOANA LOOP TO LOOKOUT,,,DOC,DOC,,,,"LINESTRING (1728067.3149324418 6076944.668741832, 1728046.5560999997 6076943.1321, 1728041.9868027866 6076934.549587587)",0.0,30.538693735361775
17064,3532464,Tohumoana Lookout Track,Tohumoana Lookout Track,,99.0,99.0,,,,,,,,,,,,Land Information New Zealand,,,,"LINESTRING (1728041.9868027866 6076934.549587587, 1728046.5560999997 6076943.1321, 1728067.3149324418 6076944.668741832)",0.0,30.538693735361775
16038,F485__509093,Cottage To Beach Access Track,,,3.0,99.0,99.0,,99.0,,,,,COTTAGE TO BEACH ACCESS TRACK,,,DOC,DOC,,,,"LINESTRING (1729452.3180218036 6076822.540218164, 1729456.421 6076822.4672)",0.0,4.103627874571582
10243,F485__509091,Mimiwhangata Carpark To Beach (3),,,3.0,99.0,99.0,,99.0,,,,,MIMIWHANGATA CARPARK TO BEACH (3),,,DOC,DOC,,,,"LINESTRING (1729448.583607072 6076841.66214222, 1729456.3833999997 6076837.0095)",0.0,9.082061954455856
18399,3574619,,,,99.0,99.0,,,,,,,,,,,,Land Information New Zealand,,,,"LINESTRING (1729455.7434 6076861.6067, 1729448.5183994246 6076860.884208051)",0.0,7.26103490780112
20653,3593592,,,,99.0,99.0,,,,,,,,,,,,Land Information New Zealand,,,,"LINESTRING (1729660.9978999998 6077547.027, 1729653.9814 6077551.9799, 1729647.7903000005 6077555.0754, 1729642.8375000004 6077556.9327, 1729638.091 6077556.52, 1729635.4902900853 6077556.419957781)",0.0,28.16698118189037
20636,F485__509092,Mimiwhangata Lodge To Beach Access,,,3.0,99.0,99.0,,99.0,,,,,MIMIWHANGATA LODGE TO BEACH ACCESS,,,DOC,DOC,,,,"LINESTRING (1729638.5094922825 6077570.083550468, 1729675.0793000003 6077557.416)",0.0,38.70164946580437
13972,F485__509171,Kaituna Bay Loop Track Road,,,3.0,99.0,99.0,,99.0,,,,,KAITUNA BAY LOOP TRACK ROAD,,,DOC,DOC,,,,"LINESTRING (1728859.8217502357 6077373.281768691, 1728860.7950999998 6077379.5297, 1728880.1129 6077398.1386, 1728907.0291 6077427.1989, 1728935.9447999997 6077456.2643, 1728966.852 6077488.3339, 1728984.7893000003 6077510.3732, 1728985.7889999999 6077510.3758, 1728985.7863999996 6077511.3755, 1728984.7867 6077511.3729, 1729010.7007 6077541.4303, 1729038.6037999997 6077575.4915, 1729067.4987000003 6077612.5543, 1729093.3894999996 6077651.6088, 1729117.2835 6077689.6584, 1729140.1700999998 6077730.7045, 1729159.0554 6077772.7399, 1729176.9384000003 6077815.7724, 1729191.8147 6077861.7963, 1729210.7024999997 6077902.832, 1729225.9929962733 6077902.0221393)",0.0,660.7423556069389
8190,3532465,Kaituna Bay Loop Track,Kaituna Bay Loop Track,,99.0,99.0,,,,,,,,,,,,Land Information New Zealand,,,,"LINESTRING (1728863.5891121342 6077375.477340801, 1728860.8196999999 6077379.5534, 1728880.1129 6077398.1386, 1728907.0291 6077427.1989, 1728935.9447999997 6077456.2643, 1728966.852 6077488.3339, 1728974.9803999998 6077498.3211, 1728984.7867 6077511.3729, 1729010.7007 6077541.4303, 1729038.6037999997 6077575.4915, 1729053.3638000004 6077594.4238, 1729064.5581 6077608.7825, 1729067.4987000003 6077612.5543, 1729093.3894999996 6077651.6088, 1729117.2835 6077689.6584, 1729140.1700999998 6077730.7045, 1729159.0554 6077772.7399, 1729176.9384000003 6077815.7724, 1729191.8147 6077861.7963, 1729210.5365000004 6077902.4713, 1729220.500338177 6077922.717557539)",0.0,663.9558823817569
8916,F485__509110,Picnic Bay To Puriri Bay Track,,,3.0,99.0,99.0,,99.0,,,,,PICNIC BAY TO PURIRI BAY TRACK,,,DOC,DOC,,,,"LINESTRING (1723525.626099953 6085911.406442486, 1723538.2592000002 6085930.4635, 1723550.2796 6085966.0248)",0.0,60.40201948437789
18456,3585135,,,,99.0,99.0,,,,,,,,,,,,Land Information New Zealand,,,,"MULTILINESTRING ((1723544.2044114622 6085921.451277989, 1723543.0330999997 6085919.2596, 1723538.2459996245 6085907.591123983), (1723513.1815685178 6085771.7920051925, 1723516.54 6085767.9874, 1723519.8993712568 6085765.782812613))",0.0,24.190326476769904
13950,3532479,Whangamumu Track,Whangamumu Track,,99.0,99.0,,,,,,,,,,,,Land Information New Zealand,,,,"MULTILINESTRING ((1717581.472414832 6098356.401058726, 1717582.9562999997 6098361.0273, 1717589.4836 6098381.3772, 1717592.5355478 6098394.841623335), (1717597.2596508146 6098415.683173401, 1717603.9138000002 6098445.0396, 1717616.1616997768 6098500.330944137))",0.0,126.7682518753584
19915,F485__512004,Taumarumaru Coastal Track Existing,,,2.0,99.0,99.0,,99.0,,,,,TAUMARUMARU COASTAL TRACK EXISTING,,,DOC,DOC,,,,"LINESTRING (1646167.7202593207 6127931.3822248895, 1646169.1924 6127933.906)",0.0,2.9217527257651135
6224,40,Ninety Mile Beach Hukatere - Ahipara,,,4.0,3.0,,,99.0,,,,open,,http://www.teararoa.org.nz/northland/ninety-mile-beach,,1,Kim Ollivier,,,Far North District,"MULTILINESTRING ((1607858.3244308757 6138070.672441466, 1607867.1979493662 6138048.380539782), (1607953.5722980227 6137914.935723843, 1607986.5120870492 6137874.916386438), (1607989.7389449095 6137870.995999657, 1608014.033711736 6137841.479706458), (1614349.9224711976 6125710.99025897, 1614351.0117686137 6125708.076945964), (1615473.263458454 6122101.602577057, 1615474.1972000003 6122096.6651, 1615485.0459000003 6122038.7292, 1615510.8304000003 6121900.9197, 1615525.6730000004 6121821.6005, 1615560.4264322778 6121673.95762963), (1615574.1282167921 6121615.748392087, 1615682.1511000004 6121156.8352, 1615699.0125715989 6121066.638428674), (1615705.9817717974 6121029.358209509, 1615725.3836130293 6120925.572283905), (1615726.1254106115 6120921.604199239, 1615730.8389567302 6120896.390110485), (1615787.651022125 6120592.486335479, 1615842.4111041208 6120299.559198918), (1615860.4188612516 6119973.335440814, 1615860.4649 6119957.0409, 1615979.392461719 6119070.367959034), (1615980.9198232475 6119058.980605935, 1615982.644759696 6119046.120218893), (1615984.819813511 6119029.903949635, 1615985.015624158 6119028.444069354), (1615987.0999484246 6119012.904240733, 1615989.7789547131 6118992.930717772), (1615990.3613151177 6118981.524196828, 1615993.630844041 6118911.337756135), (1615994.1410538375 6118900.385166188, 1616004.5159999998 6118677.6679, 1616005.0828999998 6118667.8866, 1616040.5115999999 6118161.586, 1616041.2918999996 6118154.9115, 1616065.1771999998 6117949.0865, 1616065.9987000003 6117532.9786, 1616065.6644000001 6117513.5973, 1616062.5559 6117212.2022, 1616062.9397 6117203.8092, 1616073.5066 6116751.9379, 1616043.1555558522 6116279.3537079645), (1616042.5754232218 6116270.320690546, 1615996.2668000003 6115549.2673, 1615995.3406999996 6115537.6112, 1615992.5317000002 6115502.1955, 1615990.495 6115476.4132, 1615987.2821000004 6115435.7668, 1615984.9448999995 6115406.2094, 1615982.5510999998 6115375.9989, 1615982.2143 6115371.672, 1615975.6311999997 6115288.5018, 1615974.6270000003 6115275.8241, 1615969.5608 6115211.8572, 1615968.5875000004 6115199.503, 1615911.6057000002 6114649.3837, 1615668.0725999996 6113309.6917, 1615375.7333000004 6112168.924, 1615344.9281653354 6111944.883696751), (1615224.254668837 6111803.356396038, 1615210.3524000002 6111772.3937, 1615076.4020999996 6111365.8891, 1614896.7273000004 6110913.0276, 1614746.9342 6110556.7491, 1614690.7578999996 6110496.5681, 1614561.5812 6110358.169, 1614395.8744 6110078.0014, 1614252.038026851 6109771.316773302))",0.0,11850.41616959352
13759,3556170,Karikari Bay Track,Karikari Bay Track,,99.0,99.0,,,,,,,,,,,,Land Information New Zealand,,,,"LINESTRING (1636113.2905000001 6146013.9886, 1636120.906261825 6145992.485427722)",0.0,22.811975937389395
9887,F485__512006,Taputaputa  Kapowairua Track (Spirits Bay),,,5.0,99.0,99.0,,99.0,,,,,TAPUTAPUTA  KAPOWAIRUA TK (SPIRITS BAY),,,DOC,DOC,,,,"MULTILINESTRING ((1580076.8577496053 6187563.163890825, 1580069.6473000003 6187565.6973, 1580068.7507484113 6187566.028333599), (1580066.8281768947 6187566.73820437, 1580050.9178228867 6187572.612781817))",0.0,25.558523168166467
19823,3512769,,,,99.0,99.0,,,,,,,,,,,,Land Information New Zealand,,,,"MULTILINESTRING ((1581629.8910815394 6187429.188677787, 1581617.1682000002 6187432.3471, 1581580.8371000001 6187445.6244, 1581454.6897577972 6187447.039137625), (1581120.6854885402 6187446.94794721, 1581098.4057 6187453.6128, 1581049.184210409 6187460.654290249), (1580418.0845309868 6187509.135769637, 1580417.3649000004 6187508.7916, 1580385.5029999996 6187503.0627, 1580334.2714999998 6187493.2447, 1580291.5828 6187496.5741, 1580284.7744960212 6187497.112902739), (1580196.3317245836 6187510.786825211, 1580173.8651 6187521.589, 1580163.6815 6187544.5543, 1580143.3307999996 6187566.3898, 1580124.5219999999 6187574.0983, 1580119.7085217494 6187572.652347737), (1580076.577247748 6187561.3686793465, 1580075.0451085686 6187561.456738774), (1579897.582585629 6187634.544865996, 1579875.9510000004 6187638.9451, 1579864.9520331623 6187640.676956196))",0.0,525.9016786987042
19423,3517647,Te Werahi Beach Track,Te Werahi Beach Track,,99.0,99.0,,,,,,,,,,,,Land Information New Zealand,,,,"MULTILINESTRING ((1570386.6049742617 6188498.262680252, 1570387.9775 6188516.6664, 1570392.4715 6188603.9487, 1570419.5177999996 6188740.7808, 1570431.5234054825 6188825.580361519), (1570435.7339136498 6188855.320573026, 1570438.5409190943 6188875.147380698))",0.0,351.00195270738436
19425,F485__509075,Te Werahi Beach Track,,,3.0,99.0,99.0,,99.0,,,,,TE WERAHI BEACH TK,,,DOC,DOC,,,,"MULTILINESTRING ((1570461.5397788018 6188492.960689596, 1570456.1150000002 6188518.8889, 1570454.0005 6188554.8667, 1570450.8705000002 6188595.8393, 1570450.7520000003 6188632.8231, 1570449.6051000003 6188678.7999, 1570447.4714000002 6188720.7752, 1570447.3305000002 6188764.756, 1570454.6210049822 6188795.255955278), (1570454.0425757512 6188853.647200595, 1570453.9781721362 6188873.736448894))",0.0,324.0556446186314
