,id,name,main_trail,locality,walk,bike,off_road_v,mobility_a,horse,dog_access,dog_weblin,conditions,status,descriptio,weblink,image_link,managed_by,data_suppl,spatial_ac,date_modif,local_auth,geometry,affected_area,affected_length
14254,,Petone,Rimutaka Cycle Trail - Hutt River Trail,,99.0,99.0,99.0,,99.0,,,,,,,,NZ Transport Agency,NZ Transport Agency,,,,"MULTILINESTRING ((1757208.8105196634 5434202.491835165, 1757222.2578350941 5434197.269598943), (1757283.0772256493 5434173.676740439, 1757329.826255117 5434155.542622954), (1757405.7669555314 5434126.084950807, 1757418.2111672452 5434121.257796108), (1757468.8125666003 5434102.854967282, 1757471.5603999998 5434101.9226, 1757508.2948000003 5434086.6887, 1757589.5314999996 5434054.8304, 1757698.6530999998 5434013.4816, 1757713.8805999998 5434008.0424, 1757845.9583 5433961.9734, 1757882.6932896469 5433948.777473447), (1757906.4891028327 5433940.229552077, 1757936.1242485251 5433929.584028294), (1757953.444350238 5433923.362309103, 1757962.7785 5433920.0093, 1757970.8825613407 5433916.869080481), (1757971.753109581 5433916.531754236, 1758001.665513754 5433904.9410824105), (1758032.118007545 5433893.1411328055, 1758050.6313006044 5433885.967469899), (1758895.486064277 5433256.772846768, 1758920.4583 5433243.2774, 1758949.5785999997 5433229.0906, 1758982.3124000002 5433207.6049, 1759028.3232000005 5433202.8236, 1759043.8880326648 5433199.307352683))",0.0,783.8051333812859
9149,,Days Bay - Eastbourne road end,Rimutaka Cycle Trail - Big Coast,,99.0,99.0,99.0,,99.0,,,,,,,,NZ Transport Agency,NZ Transport Agency,,,,"LINESTRING (1757761.6289331482 5425431.538569162, 1757761.774834512 5425428.20111873)",0.0,3.3406380515924696
6033,2740,The Parade Paekakariki,,,1.0,3.0,,,99.0,,,,open,,http://www.teararoa.org.nz/wellington/kapiti-coast,,6,Kim Ollivier,,,Kapiti Coast District,"MULTILINESTRING ((1764734.3483989409 5462108.232443481, 1764727.6911317047 5462096.755270652), (1764702.0690941205 5462052.582708074, 1764660.277871682 5461980.534363664))",0.0,96.55966125578324
3554,,Paekakariki Beach Access 4 walking track,,QE,3.0,0.0,0.0,,0.0,,http://www.gw.govt.nz/pawsinthepark/,,,,,,Greater Wellington Regional Council,Greater Wellington Regional Council,,,Kapiti Coast District,"LINESTRING (1765012.3741398186 5462643.103515803, 1765012.2713000001 5462643.2994, 1765011.3561000004 5462644.5727, 1765010.0827000001 5462645.2492, 1765008.6501000002 5462645.5278, 1765006.8594000004 5462645.687, 1765004.5911999997 5462645.6074, 1765004.2362000002 5462645.5738)",0.0,9.114648996860279
3555,,Paekakariki Beach Access 5 walking track,,QE,3.0,0.0,0.0,,0.0,,http://www.gw.govt.nz/pawsinthepark/,,,,,,Greater Wellington Regional Council,Greater Wellington Regional Council,,,Kapiti Coast District,"LINESTRING (1765075.7785 5462800.0517, 1765077.8435000004 5462798.9428, 1765079.7918999996 5462797.6654, 1765081.8857000005 5462795.9904, 1765083.3093999997 5462794.4829, 1765084.1489000004 5462792.9373, 1765084.2569019878 5462792.608842034)",0.0,11.53321212310279
14387,3545563,Coastal Track,Coastal Track,,99.0,99.0,,,,,,,,,,,,Land Information New Zealand,,,,"LINESTRING (1765314.286459126 5463306.589859731, 1765315.2096999995 5463327.9165, 1765325.4345000004 5463353.8212, 1765346.5603999998 5463393.3532, 1765355.6224353167 5463398.100088927)",0.0,104.24902928405072
3567,,Coastal walking track south,,QE,3.0,0.0,0.0,,0.0,,http://www.gw.govt.nz/pawsinthepark/,,,,,,Greater Wellington Regional Council,Greater Wellington Regional Council,,,Kapiti Coast District,"LINESTRING (1765359.177942418 5463405.429992562, 1765357.6931999996 5463405.4463, 1765355.8140000002 5463404.9523, 1765353.6787 5463403.9528, 1765350.5958000002 5463401.6732, 1765348.6075 5463399.7784, 1765346.6500000004 5463397.4358, 1765344.7138 5463394.6747, 1765341.9148000004 5463390.2299, 1765339.7674000002 5463386.5891, 1765338.1590999998 5463383.1529, 1765334.5741999997 5463373.7014, 1765333.2313 5463370.6253, 1765329.1618999997 5463363.3095, 1765326.4045000002 5463357.4607, 1765323.6047999999 5463350.6097, 1765320.7789000003 5463341.8744, 1765319.5991000002 5463338.7911, 1765317.1228999998 5463334.1164, 1765316.3312 5463332.2563, 1765315.3973000003 5463328.7088, 1765314.8370000003 5463325.1612, 1765314.3376000002 5463319.5608, 1765314.3097 5463313.8105, 1765314.0892000003 5463311.4377, 1765313.2488000002 5463307.8902, 1765311.2249999996 5463301.3754, 1765310.828858452 5463299.421709528)",0.0,121.03944765458998
1494,,Paekakariki Coastal walk trk beach accss,,QE,3.0,0.0,0.0,,0.0,,http://www.gw.govt.nz/pawsinthepark/,,,,,,Greater Wellington Regional Council,Greater Wellington Regional Council,,,Kapiti Coast District,"LINESTRING (1765479.1002017318 5463705.387650813, 1765477.0946000004 5463705.5419, 1765473.8581999997 5463705.5419, 1765472.3013000004 5463705.2705, 1765470.2892000005 5463704.3722, 1765466.6601999998 5463703.2225, 1765465.0075000003 5463702.3961, 1765463.5732000005 5463702.0154, 1765461.5223000003 5463701.7853, 1765458.9711999996 5463701.7493)",0.0,20.78546691860162
6135,2730,Queen Elizabeth Park Coastal Track,,,5.0,3.0,,,99.0,,,,open,,http://www.teararoa.org.nz/wellington/kapiti-coast,,6,Kim Ollivier,,,Kapiti Coast District,"MULTILINESTRING ((1766101.3391049237 5465448.450920631, 1766097.7945999997 5465441.0189, 1766103.4252000004 5465406.4479, 1766098.4001038964 5465359.211839969), (1766012.321287695 5465155.748037173, 1765997.7019999996 5465148.7785, 1765966.3523000004 5465122.5345, 1765941.5208 5464981.2366, 1765902.8520999998 5464915.1007, 1765892.3617000002 5464834.6361, 1765829.7445 5464647.9008, 1765808.4670000002 5464562.7909, 1765808.4637324652 5464552.167743344), (1765355.6137239998 5463398.082129994, 1765346.5658999998 5463393.3705, 1765325.4699999997 5463353.8583, 1765315.2030999996 5463327.8756, 1765314.31729774 5463306.656433014))",0.0,848.5372617204506
9267,3566339,Coastal Track,Coastal Track,,99.0,99.0,,,,,,,,,,,,Land Information New Zealand,,,,"LINESTRING (1765623.3014255776 5464063.139316589, 1765615.1193000004 5464055.1985, 1765596.7145999996 5464027.2541, 1765596.7145999996 5464008.168, 1765599.0095543284 5464004.073369434)",0.0,68.64269130412178
543,,Whareroa Beach Access 1 walking track,,QE,3.0,0.0,0.0,,0.0,,http://www.gw.govt.nz/pawsinthepark/,,,,,,Greater Wellington Regional Council,Greater Wellington Regional Council,,,Kapiti Coast District,"LINESTRING (1765642.8254000004 5464123.479, 1765640.7737999996 5464127.8101, 1765639.9759 5464129.8617, 1765639.4630000005 5464131.9133, 1765639.4061000003 5464133.794, 1765639.5199999996 5464135.2757, 1765640.0329 5464137.8402, 1765640.7737999996 5464139.9488, 1765641.9655 5464145.2219, 1765637.2818 5464146.6633)",0.0,27.632935885857236
21649,3580535,,,,99.0,99.0,,,,,,,,,,,,Land Information New Zealand,,,,"LINESTRING (1765809.5954063202 5464554.24272201, 1765806.2414999995 5464562.2952)",0.0,8.723020656660903
279,,Whareroa Beach Access 4 walking track,,QE,3.0,0.0,0.0,,0.0,,http://www.gw.govt.nz/pawsinthepark/,,,,,,Greater Wellington Regional Council,Greater Wellington Regional Council,,,Kapiti Coast District,"LINESTRING (1765778.6725638963 5464479.186474167, 1765778.2103000004 5464479.7686, 1765776.8817999996 5464480.9594, 1765775.4469999997 5464481.9116, 1765774.1498999996 5464482.5319, 1765772.6272999998 5464482.7011, 1765771.7813999997 5464483.3778, 1765770.1442 5464485.128, 1765768.8488999996 5464487.2126)",0.0,13.153300675348992
3597,,Whareroa Pa walking track,,QE,3.0,0.0,0.0,,0.0,,http://www.gw.govt.nz/pawsinthepark/,,,,,,Greater Wellington Regional Council,Greater Wellington Regional Council,,,Kapiti Coast District,"LINESTRING (1765859.0936223746 5464695.789880212, 1765856.7956999997 5464695.8539)",0.0,2.2988139929952514
3595,,Coastal walking track north,,QE,3.0,0.0,0.0,,0.0,,http://www.gw.govt.nz/pawsinthepark/,,,,,,Greater Wellington Regional Council,Greater Wellington Regional Council,,,Kapiti Coast District,"MULTILINESTRING ((1765806.0846044375 5464547.778240945, 1765805.8927999996 5464548.7398, 1765804.7221999997 5464556.6078, 1765803.5574000003 5464561.6779, 1765803.5321000004 5464565.9319, 1765803.6963 5464568.4471, 1765804.1709000003 5464569.9807, 1765805.2257000003 5464572.1803, 1765806.7149 5464574.5121, 1765810.2051 5464578.6165, 1765811.505 5464580.3822, 1765813.3443 5464583.4553, 1765815.3417999996 5464587.2336, 1765817.7397999996 5464592.3721, 1765821.0055 5464600.0317, 1765823.4674000004 5464606.7073, 1765825.5082 5464613.4092, 1765827.3216000004 5464620.6514, 1765828.7362000002 5464630.5229, 1765829.7983 5464634.5083, 1765831.3055999996 5464637.934, 1765832.9747000001 5464640.7507, 1765836.3272000002 5464645.4317, 1765841.3772 5464652.3219, 1765844.0795999998 5464657.1607, 1765846.1682222818 5464661.677215656), (1765848.7305598333 5464668.690861628, 1765848.8452000003 5464669.0393, 1765849.5771000003 5464672.5536, 1765849.9474 5464679.309, 1765850.6763000004 5464681.8708, 1765852.4614000004 5464686.3205, 1765856.5517999995 5464695.2817, 1765857.8694000002 5464698.7816, 1765859.2498000003 5464703.7234, 1765859.8711 5464707.487, 1765859.8773999996 5464710.4792, 1765859.2103000004 5464717.4487, 1765859.0305000003 5464722.787, 1765859.1223 5464726.18, 1765859.5258 5464729.7325, 1765860.2869999995 5464733.9906, 1765862.1369000003 5464741.3216, 1765865.8415 5464754.1325, 1765867.1021999996 5464759.654, 1765867.8920999998 5464762.1499, 1765869.0339000002 5464764.6442, 1765870.7697 5464767.768, 1765874.0306000002 5464772.7466, 1765876.2893000003 5464777.3123, 1765878.1738 5464782.6917, 1765879.6298000002 5464788.3724, 1765882.1430000002 5464800.2437, 1765884.2669000002 5464810.5893, 1765886.4002999999 5464823.6141, 1765889.8219999997 5464851.4798, 1765891.6312999995 5464863.5518, 1765895.0316000003 5464884.4968, 1765896.4042999996 5464890.6642, 1765897.9834000003 5464896.0957, 1765900.0146000003 5464901.8689, 1765901.9605 5464906.5789, 1765903.6336000003 5464910.0716, 1765906.869 5464916.3602, 1765910.8074000003 5464923.4436, 1765913.0667000003 5464927.3161, 1765915.6305 5464930.8484, 1765922.3311 5464938.4023, 1765925.0617000004 5464941.9879, 1765927.4110000003 5464945.7092, 1765929.4512999998 5464949.8747, 1765932.8291999996 5464959.0076, 1765934.5284000002 5464962.8295, 1765937.2032000003 5464967.7414, 1765938.7618000004 5464970.0806, 1765942.6031999998 5464975.1538, 1765944.1253000004 5464977.558, 1765946.2544999998 5464981.8567, 1765947.0007999996 5464984.3639, 1765947.3636999996 5464986.663, 1765947.3641 5464988.4071, 1765947.0806999998 5464991.2571, 1765946.1808000002 5464997.29, 1765942.8964999998 5465015.5913, 1765941.9035 5465022.0196, 1765941.6588000003 5465025.6548, 1765942.1383999996 5465031.8211, 1765943.2618000004 5465040.5311, 1765944.4858999997 5465046.2833, 1765945.7065000003 5465049.6665, 1765948.6950000003 5465055.9312, 1765949.7827000003 5465058.5449, 1765951.3673999999 5465063.2043, 1765952.5328000002 5465068.1561, 1765953.6487999996 5465075.396, 1765954.4323000005 5465086.2762, 1765954.9486999996 5465090.0761, 1765955.9607999995 5465094.7311, 1765957.0197 5465098.1369, 1765959.0922999997 5465102.5743, 1765962.1585999997 5465107.484, 1765963.6608999996 5465109.4012, 1765967.2981000002 5465113.4205, 1765968.6701999996 5465115.2351, 1765971.2500999998 5465119.6578, 1765972.4046999998 5465122.5619, 1765973.5369999995 5465126.4675, 1765974.1100000003 5465129.6877, 1765974.7116999999 5465136.8659, 1765975.2576000001 5465139.6968, 1765975.9159000004 5465141.9231, 1765977.2422000002 5465143.2025, 1765979.7192000002 5465145.1484, 1765982.6123000002 5465146.6938, 1765990.2496999996 5465149.5578, 1765996.6725000003 5465153.008, 1766014.2799912507 5465163.62879011), (1766104.9178966268 5465367.583008579, 1766104.9121000003 5465367.6139, 1766103.2877000002 5465373.114, 1766102.7962999996 5465376.0044, 1766102.6549000004 5465378.3391, 1766102.7385 5465380.6291, 1766102.9697000002 5465382.4501, 1766103.5957000004 5465384.9324, 1766105.0081000002 5465388.7702, 1766107.0547000002 5465393.7368))",0.0,697.8769277555112
9417,3580622,,,,99.0,99.0,,,,,,,,,,,,Land Information New Zealand,,,,"LINESTRING (1781098.7487124957 5492908.7132458845, 1781096.9888000004 5492918.9206, 1781089.2551999995 5492940.4933, 1781078.6722999997 5492968.5786, 1781075.8230999997 5492978.7544, 1781079.8934000004 5492988.5231, 1781096.5817999998 5493025.5631, 1781119.7825999996 5493066.2664, 1781130.7725 5493087.4321, 1781144.2045999998 5493118.7736, 1781153.1593000004 5493132.6127, 1781167.8125 5493137.9041, 1781186.5360000003 5493131.3916, 1781217.8775000004 5493117.9595, 1781270.3847000003 5493098.422, 1781296.8417999996 5493098.829, 1781323.7060000002 5493098.829, 1781344.8717 5493095.1657, 1781378.6553999996 5493074, 1781392.9014999997 5493065.0453, 1781400.2281 5493069.5226)",0.0,511.9560544227616
9302,3590405,,,,99.0,99.0,,,,,,,,,,,,Land Information New Zealand,,,,"LINESTRING (1766581.7788736215 5468987.257616053, 1766571.7873 5468991.1081)",0.0,10.707836852348084
6383,2720,Raumati Beach,,,1.0,3.0,,,99.0,,,,open,,http://www.teararoa.org.nz/wellington/kapiti-coast,,6,Kim Ollivier,,,Kapiti Coast District,"MULTILINESTRING ((1766525.8181598 5470454.743504145, 1766525.509812755 5470453.037843052), (1766521.321164624 5469833.238001658, 1766521.3197999997 5469805.4517, 1766521.4793999996 5469802.3264, 1766522.2951321423 5469792.055013698), (1766542.0171284713 5469543.723199472, 1766543.00900452 5469531.2338766605), (1766557.0102347967 5469358.977643169, 1766558.4814999998 5469342.585, 1766558.7252090552 5469339.859470999), (1766579.465295738 5469107.938690413, 1766579.954 5469102.4842, 1766580.425892438 5469097.220023736), (1766584.95180427 5468983.361353427, 1766593.919711915 5468944.484308875), (1766573.8185451096 5468799.857691672, 1766560.7232 5468715.3689, 1766557.2730999999 5468693.0987, 1766527.467668809 5468467.119163691), (1766525.0620454173 5468448.8801503, 1766511.4442999996 5468345.6328, 1766504.4233999997 5468151.9605, 1766500.7580000004 5468050.6096, 1766497.8125123675 5467969.264124478), (1766393.723319425 5467277.484650435, 1766367.2597250612 5467137.775215615), (1766355.9213788589 5467077.916606918, 1766314.2151062437 5466857.736396495), (1766305.8222930224 5466813.428160222, 1766266.7735000001 5466607.2776, 1766232.820541888 5466441.638318205), (1766204.8984543777 5466305.420509847, 1766184.0587999998 5466203.7543, 1766179.8980999999 5466184.2757, 1766176.9891 5466170.7046, 1766164.8737000003 5466113.8755, 1766163.7224000003 5466108.5343, 1766161.7209 5466099.095, 1766160.2521000002 5466092.2137, 1766159.0516 5466086.5653, 1766153.0492000002 5466058.4544, 1766152.3861999996 5466055.351, 1766151.494996002 5466051.184760154), (1766067.6494777296 5465702.050383261, 1766050.607928135 5465631.128303601))",0.0,2019.978563620598
21617,3511850,Te Araroa Trail,Te Araroa Trail,,99.0,99.0,,,,,,,,,,,,Land Information New Zealand,,,,"MULTILINESTRING ((1766049.5764793993 5465627.61856678, 1766068.0122999996 5465715.1886, 1766074.3383529899 5465741.306402422), (1766115.3058356212 5465910.445140071, 1766122.3729977107 5465939.622692555), (1766126.3908470583 5465956.210823508, 1766170.1354 5466136.815, 1766204.41225981 5466309.270592974), (1766210.965628286 5466342.242255278, 1766211.4056337017 5466344.456034349), (1766223.2528681266 5466404.062481648, 1766238.7534999996 5466482.0501, 1766252.2566069914 5466534.990851539), (1766253.3184077737 5466539.153784665, 1766262.4617475653 5466575.001481084), (1766272.8951379212 5466615.906994673, 1766289.4275040918 5466680.724365249), (1766516.5288808427 5468123.305557473, 1766543.2466000002 5468340.1011, 1766546.373311384 5468402.63521103), (1766601.0265207808 5468538.002985196, 1766560.4011000004 5468581.3367, 1766561.4732999997 5468774.3253, 1766556.1124999998 5469073.4576, 1766550.335052765 5469237.392067489), (1766549.6459994807 5469256.943883136, 1766547.5351999998 5469316.8376, 1766539.7269798436 5469458.873041011), (1766538.6152984267 5469479.09508357, 1766532.9383383037 5469582.3618356), (1766525.8777532168 5469710.797419707, 1766525.0198999997 5469726.4022, 1766524.9824130856 5469727.359823987), (1766522.4406192603 5469792.291355371, 1766520.2571420132 5469848.069491257), (1766515.6274269077 5469966.338128412, 1766513.893267265 5470010.63819718))",0.0,2167.3330937810415
6136,2330,Turakina Beach,,,3.0,3.0,,,99.0,,,,open,,http://www.teararoa.org.nz/whanganui/whanganui-city-connection,,4,Kim Ollivier,,,Rangitikei District,"LINESTRING (1784428.1911545324 5558154.949209405, 1784434.9081471527 5558138.220072351)",0.0,18.027257595767097
22221,3512689,Te Araroa Trail,Te Araroa Trail,,99.0,99.0,,,,,,,,,,,,Land Information New Zealand,,,,"MULTILINESTRING ((1784375.969747226 5558134.110547626, 1784385.122837271 5558111.960072714), (1784431.372444802 5558000.036037633, 1784475.1375859983 5557894.124410269))",0.0,138.56493509283132
3561,,Coastal Surf Club link walk trk,,QE,3.0,0.0,0.0,,0.0,,http://www.gw.govt.nz/pawsinthepark/,,,,,,Greater Wellington Regional Council,Greater Wellington Regional Council,,,Kapiti Coast District,"LINESTRING (1764947.5848700316 5462407.049708395, 1764946.7275999999 5462401.6239, 1764945.9305999996 5462396.1601, 1764945.6460999995 5462393.0597, 1764945.4951 5462389.6748, 1764945.6460999995 5462387.5585, 1764946.1951000001 5462385.1482, 1764947.0003000004 5462383.1153, 1764947.6772999996 5462381.9305, 1764949.3685999997 5462379.7419, 1764950.6049651483 5462378.652294634)",0.0,30.075207652372402
3560,,Paekakariki Beach Access 2 walking track,,QE,3.0,0.0,0.0,,0.0,,http://www.gw.govt.nz/pawsinthepark/,,,,,,Greater Wellington Regional Council,Greater Wellington Regional Council,,,Kapiti Coast District,"LINESTRING (1764946.928392629 5462414.193398838, 1764945.8994000005 5462413.0967, 1764942.5215999996 5462410.2734, 1764939.7687 5462408.3024, 1764937.8223 5462407.336, 1764935.5903000003 5462406.7824, 1764933.2083 5462406.6338)",0.0,16.1513070573136
4,,Paekakariki Beach Access 3 walking track,,QE,3.0,0.0,0.0,,0.0,,http://www.gw.govt.nz/pawsinthepark/,,,,,,Greater Wellington Regional Council,Greater Wellington Regional Council,,,Kapiti Coast District,"LINESTRING (1764942.7934914543 5462462.358676674, 1764942.0829999996 5462462.7928, 1764940.4376999997 5462464.0962, 1764939.0038 5462465.5682, 1764937.7816000003 5462467.2089, 1764936.7659999998 5462469.0285, 1764935.8995000003 5462470.3619, 1764935.2426000005 5462471.0597, 1764933.5754000004 5462471.8863, 1764931.4764 5462472.0753)",0.0,15.633251984150409
14391,3545566,Coastal Track,Coastal Track,,99.0,99.0,,,,,,,,,,,,Land Information New Zealand,,,,"MULTILINESTRING ((1765806.2414999995 5464562.2952, 1765816.2188999997 5464584.6207, 1765827.0621999996 5464623.4628, 1765829.5525000002 5464648.7376, 1765844.2052999996 5464669.8134, 1765854.2817000002 5464699.1374, 1765868.0275999997 5464749.5271, 1765875.3498999998 5464795.3478, 1765890.011 5464825.5717, 1765896.4263000004 5464876.8912, 1765905.5873999996 5464919.9524, 1765923.9096999997 5464944.6874, 1765943.1390000004 5464976.7609, 1765943.1471999995 5465006.0849, 1765945.8931 5465043.6473, 1765952.3082999997 5465073.8911, 1765969.6575999996 5465114.5728, 1765976.0729 5465144.8167, 1766000.8021999998 5465153.9748, 1766013.0495956803 5465158.687119276), (1766105.8781008427 5465368.820199013, 1766105.2851999998 5465376.8294, 1766107.9981000004 5465393.986, 1766103.4134 5465405.9435, 1766098.0619 5465440.0566, 1766101.7715051994 5465448.152754919))",0.0,737.1841266170995
