,t50_fid,name_ascii,macronated,name,hway_num,rna_sufi,lane_count,way_count,status,surface,geometry,affected_area,affected_length
65947,3301771,GRACE STREET,N,GRACE STREET,,3052635,2,,,sealed,"LINESTRING (1618446.1085499888 5427561.692700004, 1618449.0627572704 5427553.949321011, 1618451.0834052768 5427547.582876143, 1618451.6784370663 5427540.874641666, 1618451.2064800626 5427533.949289802, 1618447.9014129164 5427525.090292667, 1618444.454012381 5427514.286388759, 1618442.136918297 5427503.634988051, 1618441.8145949366 5427492.89345712)",0.0,71.0860914655
20489,3228085,,N,,,0,1,,,sealed,"MULTILINESTRING ((1618707.1270363065 5427653.513216625, 1618705.7735239444 5427653.105757887, 1618659.894773895 5427641.9932578765, 1618642.7497738786 5427638.18325787, 1618631.1610238645 5427636.595757869, 1618617.5085238507 5427635.6432578685, 1618607.348523843 5427636.4370078705, 1618593.8547738288 5427639.135757873, 1618584.1710238187 5427642.152007877, 1618574.8047738085 5427646.120757881, 1618563.8510237988 5427651.9945078865, 1618552.421023787 5427658.979507894, 1618542.9537011124 5427664.028746652, 1618535.8808583487 5427666.871516237, 1618529.8785237623 5427668.504507905, 1618521.1472737528 5427669.615757905, 1618512.5747737465 5427669.298257905, 1618504.3197737364 5427667.869507902, 1618494.4772737268 5427664.853257901, 1618469.5535237007 5427656.122007891, 1618455.5835236888 5427651.9945078865, 1618443.6772736767 5427648.978257884, 1618409.0697736386 5427641.358257875, 1618380.1772736106 5427634.849507871, 1618370.3347735982 5427633.738257868, 1618359.3810235886 5427633.262007867, 1618348.427273579 5427634.055757869, 1618286.3560235146 5427639.929507877, 1618196.670893779 5427644.886659524, 1618189.677273417 5427644.53325788, 1618182.5335234087 5427643.739507878, 1618172.1128005907 5427641.451356028, 1618159.1972733848 5427639.135757875, 1618148.0847733729 5427638.024507873, 1618140.4784163684 5427639.2080657985, 1618131.8922733562 5427642.945757879, 1618128.3997733528 5427648.025757883, 1618126.0185233504 5427653.899507887, 1618125.4676556606 5427660.216812194, 1618127.4780983208 5427668.856696567, 1618133.1378502771 5427678.786623296, 1618140.8784151403 5427689.041343116, 1618176.1835234025 5427727.083257963, 1618227.936023455 5427779.312008017, 1618244.7635234725 5427796.457008037, 1618255.0822734842 5427807.569508047, 1618266.3535234947 5427820.74575806, 1618277.3072735071 5427832.6520080725, 1618288.6003279248 5427845.029938777, 1618304.612273533 5427860.750758103, 1618316.083702189 5427872.967713143, 1618326.0435235547 5427883.134508123, 1618335.5685235644 5427894.882008134, 1618357.8545917869 5427921.24035037, 1618385.0985236168 5427953.835293225, 1618481.7833499704 5428065.836783345, 1618487.1547079706 5428072.034352981), (1618549.9168736422 5428147.447507367, 1618551.0242820987 5428149.3002869, 1618551.388060403 5428150.132935019), (1618559.5206623578 5428173.6660210155, 1618559.9799141223 5428180.172087684), (1618551.633943301 5428212.350369874, 1618549.4367820984 5428215.842995301, 1618488.1107880578 5428280.023975136), (1618455.5456871889 5428301.707233836, 1618448.1542819943 5428302.414662055, 1618440.6498473566 5428302.257833669, 1618215.9294900903 5428267.8336203545, 1618209.3678234164 5428268.283412021, 1618203.4676150791 5428269.474037024, 1618196.8794900728 5428272.992995361, 1618192.2757400665 5428276.670703697, 1618186.8517817268 5428281.777162035, 1618182.3538650563 5428287.412787043, 1618178.8349067206 5428293.524662049, 1618175.5011567147 5428300.959453721, 1618155.7452847664 5428361.416176962))",0.0,1623.5999319099496
64199,3228076,,N,,,0,1,,,metalled,"LINESTRING (1617883.0003445973 5428344.390970711, 1617895.6513647651 5428347.076328765, 1617921.0513647888 5428352.764870437, 1617929.6503231311 5428355.013828773, 1617939.9690731429 5428358.321120443, 1617958.3576148283 5428365.332578785, 1617970.2638648404 5428369.830495456, 1617977.9367815144 5428373.137787127, 1617984.022198189 5428375.254453795, 1618049.1096982528 5428391.923203813, 1618065.6461566044 5428395.627370482, 1618075.832614947 5428398.140912151, 1618083.373239955 5428400.522162154, 1618108.3763649808 5428410.444037165, 1618122.1346983286 5428416.926328837, 1618125.4419899983 5428418.249245505, 1618129.3135287745 5428419.096144612)",0.0,258.0597366962611
50987,3249301,,N,,,0,1,,,metalled,"MULTILINESTRING ((1618235.7158177712 5428460.155427508, 1618260.8821984688 5428473.996953899, 1618331.4060249869 5428516.294038379), (1618331.5321182746 5428516.369663578, 1618347.612615225 5428526.014037282, 1618427.7356598375 5428575.406726432), (1618450.2880856027 5428589.89804959, 1618456.1711570024 5428594.329454021, 1618515.1732403971 5428642.219037402, 1618523.7721987367 5428650.024245743, 1618526.7428743094 5428652.9949213145), (1618534.6958854916 5428660.903092431, 1618540.8869466328 5428667.0334568955), (1618546.0500078148 5428672.403334479, 1618569.8096987847 5428698.442995792, 1618583.933236811 5428715.3645932395), (1618588.4742059833 5428720.805188379, 1618594.2442301572 5428727.71833055), (1618599.13389983 5428733.569286782, 1618601.295115483 5428736.14612083, 1618604.7346988209 5428739.4534125, 1618609.4971988248 5428742.628412505, 1618614.9211571645 5428746.067995841, 1618616.9882888573 5428747.642953322), (1618618.3330017442 5428748.775173935, 1618623.5201155068 5428753.608620847, 1618636.834507561 5428767.097057242), (1618651.3675178576 5428781.820041531, 1618664.001365547 5428794.619037556, 1618672.823339105 5428803.750812861), (1618690.6014511024 5428822.153239829, 1618694.091379498 5428825.765724238))",0.0,482.63870123561145
20490,3228090,PARKERS ROAD,N,PARKERS ROAD,,1788290,2,,,sealed,"LINESTRING (1619397.932908317 5429459.189025034, 1619405.7984934906 5429454.498146439, 1619412.7112181205 5429450.190171222, 1619419.283557225 5429447.221572058, 1619424.947475261 5429444.927872553, 1619430.234699659 5429443.906538235, 1619436.5846996643 5429443.641954899, 1619493.8669913905 5429447.213829903, 1619504.4503247347 5429448.801329904, 1619512.1232414106 5429450.124246573, 1619518.7533310624 5429451.607292941)",0.0,125.04157943162474
64263,3274599,,N,,,0,1,,,sealed,"LINESTRING (1619529.486099487 5429479.908468665, 1619519.9151986865 5429478.278273732, 1619498.3649080647 5429473.672163258, 1619494.6607413944 5429473.407579925, 1619491.3534497246 5429473.936746593, 1619488.4430330545 5429475.391954927, 1619486.4586580526 5429477.905496596, 1619485.7971997187 5429481.609663267, 1619486.4586580526 5429485.842996605, 1619488.5753247226 5429489.944038275, 1619549.561783119 5429561.249246681, 1619557.3920735465 5429569.0604072865, 1619564.3784498004 5429573.684663361, 1619569.8874178 5429578.09183776)",0.0,178.24936760704495
64291,7643041,,N,,,0,1,,,sealed,"LINESTRING (1619829.1167263498 5430107.76561296, 1619785.8764617667 5430089.908276554, 1619754.787920067 5430076.149943208, 1619735.268262837 5430067.693366183)",0.0,102.05219678354024
55281,3301976,,N,,,0,1,,,metalled,"LINESTRING (1619819.0382500002 5430125.638408325, 1619832.7824169502 5430124.8361313855)",0.0,13.76756236363141
66048,3301975,,N,,,0,1,,,metalled,"LINESTRING (1619758.1615499323 5430154.394483343, 1619767.7281627487 5430148.934415349, 1619778.4593987446 5430142.809647962, 1619789.7392910384 5430136.579535447, 1619798.4710582905 5430132.499209548, 1619805.676828091 5430129.498526633, 1619812.830875259 5430126.995503655, 1619819.0382500002 5430125.638408325)",0.0,67.63416299354981
20445,3213130,,N,,,0,1,,,metalled,"LINESTRING (1608217.5985899144 5434117.663091224, 1608228.1496419723 5434107.048966054)",0.0,14.966106796646333
149031,100119269,KINA PENINSULA ROAD,N,KINA PENINSULA ROAD,,1789762,2,,,sealed,"MULTILINESTRING ((1604159.511913963 5442439.476729123, 1604161.7777411994 5442436.0551927695), (1604164.819735457 5442431.461597207, 1604203.5514324363 5442372.974389041, 1604221.7382314827 5442339.295131548, 1604224.6041003163 5442332.991833173))",0.0,119.45309112491198
72207,3274790,,N,,,0,1,,,unmetalled,"LINESTRING (1604221.738231483 5442339.295131548, 1604217.5112455094 5442337.607568455)",0.0,4.551404136596682
20546,3213676,KINA PENINSULA ROAD,N,KINA PENINSULA ROAD,,1789762,1,,,metalled,"MULTILINESTRING ((1604159.5119139627 5442439.476729123, 1604138.2989175543 5442470.386723133, 1604111.640479221 5442514.292136729, 1604069.9113817522 5442588.737187233, 1604047.2906535398 5442625.568938439), (1603991.0239395467 5442717.8719400875, 1603964.4610226424 5442755.35725887, 1603948.5789083084 5442774.069928177, 1603932.8425773345 5442788.836255719, 1603911.409901237 5442807.372376464, 1603861.8481450006 5442845.808422001, 1603823.0378359426 5442872.701206593, 1603802.4671476411 5442889.076789803))",0.0,474.0519380349434
69847,3251112,WHARF ROAD,N,WHARF ROAD,,1788715,1,,,sealed,"LINESTRING (1600518.6879593355 5452862.697918698, 1600522.4735317528 5452883.643584712, 1600541.789584335 5452952.624290013, 1600548.733522213 5452988.324427239, 1600547.875976963 5453003.892082066, 1600543.032420327 5453047.80251467, 1600544.5118433302 5453064.612988003, 1600550.0508980649 5453086.000264688, 1600560.8478006711 5453109.132905667, 1600570.4486901928 5453122.012772821, 1600577.3421299988 5453127.900446665, 1600589.263616519 5453132.749165507, 1600613.9926474504 5453140.773802219, 1600626.0188153367 5453149.990828674, 1600636.1101960428 5453160.549958524, 1600651.897855999 5453173.399261001, 1600667.7867480246 5453180.693222833, 1600684.4697900405 5453184.253419531, 1600700.3086100062 5453185.335550677, 1600703.0449084563 5453185.073201109)",0.0,420.8311879778994
66379,3228162,GREEN TREE ROAD,N,GREEN TREE ROAD,,3073299,2,,,sealed,"LINESTRING (1600426.5981061135 5452867.79107191, 1600427.9754502885 5452871.682626123, 1600432.1709583504 5452881.711801011, 1600435.7894731965 5452892.006429207, 1600438.8415210089 5452904.644147335, 1600440.5243789526 5452933.218397987, 1600441.0634255465 5452999.361885801, 1600442.1021002084 5453013.298104729, 1600442.378593441 5453017.007899837, 1600445.1776499609 5453040.373730069, 1600449.0565363448 5453075.6500330325, 1600451.6742817648 5453098.1998999845, 1600456.3455821304 5453123.378464805, 1600460.2185210744 5453137.356273582, 1600466.9557959707 5453151.99143579, 1600480.9976116829 5453174.317544343, 1600494.1893744143 5453193.83010668, 1600509.9138426762 5453214.638086997, 1600530.8258449864 5453240.587697653, 1600545.001796065 5453255.546016256, 1600566.2774797548 5453268.71812061)",0.0,444.2923026382466
72257,8418775,,N,,,0,1,,,sealed,"LINESTRING (1600441.8023157474 5453013.3170567695, 1600442.1021002084 5453013.298104729)",0.0,0.3003829271685866
72544,3275129,,N,,,0,2,,,sealed,"LINESTRING (1687679.3671658593 5417209.016304715, 1687683.8572535245 5417209.449084248, 1687692.5857018009 5417212.449488343, 1687695.5248024277 5417213.825599041)",0.0,16.985946773502857
71766,6635227,,N,,,0,1,,,unmetalled,"LINESTRING (1580293.770800001 5484195.8588000005, 1580294.339900001 5484193.6533, 1580294.7104000002 5484191.4308, 1580294.4458000008 5484187.1446, 1580294.0754000004 5484180.371200001, 1580292.805400001 5484174.550400001, 1580290.3500000006 5484162.767600001, 1580289.6023889387 5484160.406683827)",0.0,36.07890502852252
21074,3217025,RANGIHAEATA ROAD,N,RANGIHAEATA ROAD,,1788556,1,,,sealed,"LINESTRING (1582190.9130210953 5482618.908027537, 1582195.278500001 5482609.085700001, 1582200.0410000011 5482599.1638, 1582204.8035000004 5482590.432500001, 1582206.1228991584 5482588.3150805095)",0.0,34.19500204930875
71764,3253755,,N,,,0,1,,,unmetalled,"LINESTRING (1580115.6628551427 5484472.04823511, 1580129.9540000008 5484449.109000001, 1580141.4105000002 5484431.567100001, 1580145.1147000007 5484424.1588, 1580152.5759000005 5484410.665000001, 1580153.5813000007 5484407.1725, 1580154.2163000004 5484401.827900001, 1580154.9043000005 5484389.6571, 1580154.639700001 5484365.1566, 1580154.8513000002 5484352.985700001, 1580155.3276000004 5484346.212400001, 1580156.6505000005 5484335.787800001, 1580157.9734000005 5484327.797300001, 1580160.7780000009 5484316.8436, 1580163.6884000003 5484308.165200001, 1580166.7047000006 5484300.069000001, 1580168.9272000007 5484297.5289, 1580173.8485000003 5484293.877700001, 1580185.9135000007 5484285.358100001, 1580197.2906000009 5484277.685200001, 1580210.277343629 5484268.694338391, 1580215.176500001 5484265.302600001, 1580230.734000001 5484254.719300001, 1580240.0473000007 5484248.210500001, 1580248.0907000005 5484242.389700001, 1580253.0119000003 5484238.8972000005, 1580259.0974000003 5484233.764200001, 1580275.713200001 5484218.2596, 1580282.4337000009 5484211.9625, 1580286.5612000003 5484207.9938, 1580289.4187000003 5484204.660000001, 1580291.7470000004 5484201.1675, 1580293.4933000002 5484196.934200001, 1580293.770800001 5484195.8588000005)",0.0,349.8517732936847
67442,3234142,WASHBOURN ROAD,N,WASHBOURN ROAD,,1788499,1,,,metalled,"LINESTRING (1575505.6481000008 5489237.4411, 1575502.3408000004 5489237.507300001, 1575501.677585278 5489237.586399342)",0.0,3.9758774944584228
71737,7959113,,N,,,0,1,,,unmetalled,"LINESTRING (1575318.639408334 5489414.7163435565, 1575396.6808597827 5489553.017649921, 1575421.7925749468 5489574.909914423, 1575435.9581578607 5489577.4854749525, 1575447.5481802449 5489565.895452568, 1575519.663875077 5489417.800722111, 1575535.1172382543 5489382.386764826, 1575546.0633705063 5489372.7284128405)",0.0,440.8610781801733
74507,6635616,,N,,,0,1,,,unmetalled,"LINESTRING (1578651.0461729534 5485657.347702527, 1578639.2877000002 5485668.971400001, 1578616.9966000011 5485689.4105, 1578605.024100001 5485700.5892, 1578597.4173000008 5485706.343900001, 1578593.713200001 5485708.460500001, 1578589.149100001 5485710.6434, 1578585.3126000008 5485711.701700001, 1578581.7408000007 5485711.9663, 1578581.1169491909 5485711.867791363)",0.0,90.21387942887567
13400,3217869,COLLINGWOOD-PUPONGA MAIN ROAD,N,COLLINGWOOD-PUPONGA MAIN ROAD,,3000810,1,,,sealed,"MULTILINESTRING ((1576700.4359438748 5512743.986047146, 1576698.648344701 5512741.737672908), (1576628.0964702873 5512294.205104971, 1576629.0594000006 5512290.9598, 1576630.4881000007 5512284.226100001, 1576631.6107189367 5512277.116368646), (1576632.8088699074 5512252.262842361, 1576633.6024773954 5512232.52988977), (1576402.908582157 5511413.405158698, 1576400.961600001 5511413.157800001, 1576391.2381000007 5511411.887800001, 1576387.9647731355 5511411.626730292), (1576383.350883943 5511411.258741774, 1576378.3000000007 5511410.855900001, 1576377.9135162667 5511410.814362721), (1576367.271737813 5511409.670639205, 1576361.3137000008 5511409.030300001, 1576360.492657574 5511408.9464317495))",0.0,67.4136070360774
71782,3254489,SEDDON STREET,N,SEDDON STREET,,1788538,1,,,sealed,"MULTILINESTRING ((1577327.9410090316 5513753.4996633055, 1577328.828900001 5513754.004400001, 1577333.7976747632 5513756.828998799), (1577370.516190492 5513783.810500387, 1577370.9135000007 5513784.148800001, 1577378.3351000007 5513790.5782, 1577385.7169000003 5513796.412300001, 1577393.694100001 5513802.802000001, 1577402.107900001 5513808.2789, 1577410.680400001 5513813.4383000005, 1577416.3969050192 5513816.478399345))",0.0,63.22689279224069
74498,3278975,PARAPARA ESPLANADE,N,PARAPARA ESPLANADE,,1788463,1,,,metalled,"LINESTRING (1574341.160000001 5491181.557200001, 1574336.4127667693 5491188.5777717605)",0.0,8.474942548058621
21102,3217753,COLLINGWOOD-PUPONGA MAIN ROAD,N,COLLINGWOOD-PUPONGA MAIN ROAD,,3000810,2,,,sealed,"LINESTRING (1574089.6951514336 5508324.096507971, 1574088.746100001 5508320.831900001, 1574084.7443000004 5508308.627900001, 1574080.808600001 5508299.1691000005, 1574078.8242000006 5508295.068000001, 1574076.1784000006 5508290.305500001, 1574073.5656000003 5508286.9982, 1574069.8614000008 5508283.360200001, 1574068.443769961 5508282.324220564)",0.0,47.65472148509596
3205,6634688,COLLINGWOOD-PUPONGA MAIN ROAD,N,COLLINGWOOD-PUPONGA MAIN ROAD,,3000810,2,,,sealed,"MULTILINESTRING ((1575465.6302820982 5510470.354692863, 1575467.412200001 5510472.456900001, 1575479.6492000008 5510488.265800001, 1575483.5530058108 5510493.409769439), (1575507.722390041 5510525.292954429, 1575522.4456000002 5510544.8206, 1575527.534332104 5510551.691284024))",0.0,62.2110738535177
67470,3234164,BEACH ROAD,N,BEACH ROAD,,1788474,1,,,sealed,"LINESTRING (1573500.9639477658 5496780.075398041, 1573501.1889000004 5496776.990200001, 1573501.5064000003 5496769.370200001, 1573501.030100001 5496758.575200001, 1573499.9189000009 5496745.663500001, 1573497.3789000008 5496719.4697, 1573495.632600001 5496689.2542, 1573493.8864000011 5496643.5447, 1573494.521400001 5496631.6384000005, 1573495.235700001 5496626.796600001, 1573498.3790000007 5496614.2870000005)",0.0,166.52625004479293
67476,3231303,,N,,,0,1,,,unmetalled,"LINESTRING (1573269.8691000007 5504778.809900001, 1573260.9607000006 5504779.854300001, 1573257.257209599 5504780.536108253)",0.0,12.735140079632082
9944,3200281,COLLINGWOOD-PUPONGA MAIN ROAD,N,COLLINGWOOD-PUPONGA MAIN ROAD,,3000810,2,,,sealed,"MULTILINESTRING ((1573200.5721062778 5504446.876343033, 1573202.0621000007 5504453.660300001, 1573205.3133000005 5504469.352500001, 1573210.065700001 5504492.289600001, 1573218.4001000002 5504530.323500001, 1573226.9991000006 5504570.4741, 1573235.1350000007 5504609.566400001, 1573245.1231000004 5504656.860700001, 1573253.2590000005 5504696.151400001, 1573263.1148000006 5504744.3057, 1573268.671000001 5504773.013, 1573269.8691000007 5504778.809900001, 1573276.8731000004 5504812.700600001, 1573286.9273000006 5504860.391900001, 1573288.3647000007 5504867.347200001, 1573292.6935321153 5504888.294236353), (1573616.262937359 5506473.095388099, 1573606.3817000007 5506485.933800001, 1573581.9020000007 5506517.506100001, 1573564.573400001 5506540.1638))",0.0,535.6109757956726
60159,3313195,COLLINGWOOD-PUPONGA MAIN ROAD,N,COLLINGWOOD-PUPONGA MAIN ROAD,,3000810,1,,,sealed,"LINESTRING (1573559.9466000004 5506546.190900001, 1573564.573400001 5506540.1638)",0.0,7.598237470793603
67477,3234166,COLLINGWOOD-PUPONGA MAIN ROAD,N,COLLINGWOOD-PUPONGA MAIN ROAD,,3000810,2,,,sealed,"LINESTRING (1573515.0412015228 5506605.415796221, 1573516.2918000007 5506603.7876, 1573541.7712000003 5506569.775300001, 1573548.8655545004 5506560.569665227, 1573559.9466000004 5506546.190900001)",0.0,74.32584800916679
13187,3204313,RIWAKA-KAITERITERI ROAD,N,RIWAKA-KAITERITERI ROAD,,3068953,2,,,sealed,"LINESTRING (1601414.1232808882 5457006.704589229, 1601419.5448256107 5457016.250356224, 1601437.0379376663 5457066.891222001)",0.0,64.55502967828934
72267,3274821,INLET ROAD,N,INLET ROAD,,1789207,2,,,sealed,"LINESTRING (1601434.695575269 5457068.794130139, 1601437.0379376663 5457066.891222001)",0.0,3.0179000947986343
13189,3213685,KAITERITERI-SANDY BAY ROAD,N,KAITERITERI-SANDY BAY ROAD,,1788700,2,,,sealed,"MULTILINESTRING ((1601502.2306011086 5457213.519700597, 1601482.0159826651 5457170.5694641275), (1601471.7364737508 5457148.411226687, 1601470.9915768767 5457146.711900187), (1601460.623055424 5457123.058286001, 1601449.577914331 5457097.861105551, 1601437.0379376663 5457066.891222001))",0.0,110.24895430149792
3207,6063653,SANDY BAY-MARAHAU ROAD,N,SANDY BAY-MARAHAU ROAD,,1789126,2,,,sealed,"LINESTRING (1600748.3243562814 5460823.089314837, 1600755.7144866409 5460815.764333823, 1600775.0848825246 5460796.6695071105)",0.0,37.60497473353794
69888,3229231,CABLE BAY ROAD,N,CABLE BAY ROAD,,3071003,1,,,metalled,"LINESTRING (1635082.645305103 5443649.794354525, 1635067.4164502386 5443625.71467615)",0.0,28.491207962048286
74542,6064341,LAGOON STREET,N,LAGOON STREET,,1788861,1,,,unmetalled,"LINESTRING (1604147.7448000023 5467321.673366669, 1604141.3028899645 5467322.489195885)",0.0,6.49336447808317
78161,6064629,TORRENT BAY,N,TORRENT BAY,,1837898,1,,,unmetalled,"LINESTRING (1604173.7944597637 5467401.326648463, 1604179.2994712591 5467399.912171583, 1604172.4699333347 5467388.466566665, 1604165.0611345125 5467371.379086102, 1604157.2746999962 5467353.461499986, 1604152.214300003 5467337.468166667, 1604147.7448000023 5467321.673366669)",0.0,90.36281576787913
78167,100125603,ABEL TASMAN DRIVE,N,ABEL TASMAN DRIVE,,1789264,2,,,sealed,"LINESTRING (1594674.6510468917 5481992.00880314, 1594709.0874267365 5481962.344856372)",0.0,45.45122654764387
74558,3307749,TATA BEACH ESPLANADE,N,TATA BEACH ESPLANADE,,3040140,1,,,metalled,"LINESTRING (1592750.1953867825 5482074.07065669, 1592753.345592347 5482077.262016467)",0.0,4.4842582803159825
74474,3252704,FENWICK ROAD,N,FENWICK ROAD,,1789788,1,,,metalled,"LINESTRING (1581820.7986378928 5483479.19530373, 1581832.7622000007 5483490.647700001, 1581876.1010000007 5483533.669000001)",0.0,77.62775269442753
74473,3278142,FRASER ROAD,N,FRASER ROAD,,1788567,1,,,metalled,"LINESTRING (1581468.253800001 5483653.0096, 1581487.489000001 5483606.662400001, 1581497.344800001 5483583.775900001, 1581507.7958000004 5483556.113700001, 1581514.6221000003 5483540.238700001, 1581517.1092000008 5483534.2591, 1581522.3480000002 5483524.363600001, 1581527.7984000007 5483515.8440000005, 1581533.2084000008 5483508.903000001, 1581538.232900001 5483501.2377, 1581545.1121000005 5483490.707200001, 1581549.742300001 5483482.769700001, 1581550.1118122574 5483481.070073961)",0.0,191.2090539570068
51011,3228109,,N,,,0,1,,,metalled,"MULTILINESTRING ((1615944.3354315571 5430194.415009135, 1616020.0095043925 5430127.655275089), (1616058.5895801974 5430093.619898061, 1616071.7304617949 5430082.027000682, 1616123.4908546389 5430006.358235905))",0.0,210.11485461253824
4857,3228105,,N,,,0,1,,,metalled,"MULTILINESTRING ((1613358.2925380217 5431572.650758592, 1613362.6412485586 5431572.691784163, 1613373.7902208343 5431571.576886937, 1613391.7524539465 5431567.984440313, 1613409.8385645263 5431562.905464055, 1613422.226311501 5431559.436894901, 1613434.3663035342 5431555.101183461, 1613447.7450702665 5431548.907309975, 1613469.9191373484 5431537.6344602285, 1613483.1740266103 5431531.192831802, 1613505.7197261024 5431519.672227119, 1613525.0446113823 5431510.629171827, 1613540.2774452053 5431504.561321009), (1613554.9388601328 5431498.722469806, 1613576.7015162623 5431490.808776668, 1613583.094297026 5431488.305579381))",0.0,225.8414304905574
65068,7643040,,N,,,0,1,,,sealed,"LINESTRING (1612804.9457716683 5431782.394477289, 1612813.2446921226 5431784.570143392, 1612819.6498280084 5431786.119149905, 1612825.0718671484 5431786.796177053, 1612832.8751732344 5431786.006622187, 1612833.3256076789 5431785.853862551, 1612847.719129227 5431780.972466079)",0.0,44.150809233796956
50908,3228068,TAHI STREET,N,TAHI STREET,,1789143,2,,,sealed,"MULTILINESTRING ((1608346.8166369821 5432648.735148447, 1608346.5638832087 5432634.9817255065, 1608344.6511446317 5432530.901369782), (1608344.5678486205 5432526.368874549, 1608344.4750864808 5432521.321286452), (1608344.3979754443 5432517.12534236, 1608344.3337083838 5432513.628294414))",0.0,126.39975399609244
50909,8325446,IWA STREET,N,IWA STREET,,1788886,2,,,sealed,"LINESTRING (1608353.6161863427 5433048.304980473, 1608364.4574651122 5433029.88497991, 1608367.597701032 5433023.704198101)",0.0,28.306334744149726
64099,3274528,TORU STREET,N,TORU STREET,,1788908,1,,,sealed,"LINESTRING (1608556.975881406 5433285.24900611, 1608542.8232511766 5433286.761812232, 1608511.29517056 5433290.271869908)",0.0,45.956122473261026
67817,6237094,MANAWAPOU ROAD,N,MANAWAPOU ROAD,,1817529,1,,,metalled,"MULTILINESTRING ((1715838.2687566448 5609467.036401649, 1715847.8792904848 5609468.250866253, 1715864.7574416397 5609470.280195574), (1716031.1752043213 5609388.014743203, 1716035.834320481 5609378.769309575, 1716041.3408024665 5609370.013100515, 1716045.402961311 5609364.055267544, 1716051.0899836905 5609357.375273002, 1716055.5132233184 5609352.139601605, 1716057.305691886 5609350.3869656725))",0.0,72.7281909623551
80915,3254576,KARORA STREET,N,KARORA STREET,,1817502,1,,,sealed,"LINESTRING (1703060.456640497 5617408.112191514, 1703059.6343665747 5617408.006534017, 1703053.1456087586 5617408.724866177, 1703048.0487449067 5617410.965163348, 1703046.9721313668 5617411.780395949)",0.0,14.275367613540226
14286,3216182,CENTENNIAL DRIVE,N,CENTENNIAL DRIVE,,3073271,2,,,sealed,"MULTILINESTRING ((1688375.250146086 5675763.883523494, 1688373.4326034011 5675767.3004889805, 1688370.664400721 5675774.935361307, 1688368.8811503649 5675782.617055154, 1688368.8811503667 5675790.872055165, 1688370.6274003685 5675798.968305171, 1688371.2080815719 5675800.834780469), (1688371.3633290303 5675801.333790157, 1688372.8499003686 5675806.112055177, 1688374.9671823569 5675810.770075548, 1688376.995639203 5675814.345147968, 1688377.7514391898 5675815.316890808))",0.0,53.831940665314484
72075,3254533,,N,,,0,1,,,unmetalled,"MULTILINESTRING ((1673852.2162962765 5631364.378333551, 1673849.2169000003 5631367.131200001, 1673833.3822000008 5631382.143300001, 1673823.1894341148 5631390.96512331), (1673797.006563036 5631412.826101213, 1673796.057500001 5631413.607100001, 1673790.2995000007 5631418.7482, 1673790.071591658 5631419.000099001), (1673727.7334139326 5631664.447582999, 1673726.4979000008 5631670.4071, 1673726.410662088 5631671.023597089))",0.0,55.36801923487445
96260,100122224,COAST ROAD,N,COAST ROAD,,3068308,1,,,metalled,"LINESTRING (1667188.766423961 5658233.7025701525, 1667187.635618629 5658231.331351707, 1667187.3819048626 5658230.767576615)",0.0,3.245284923493851
93769,3254776,GREENWOOD ROAD,N,GREENWOOD ROAD,,3037154,1,,,sealed,"MULTILINESTRING ((1677121.6157649406 5668056.875729412, 1677124.6670274045 5668057.047276682, 1677128.2745160202 5668057.493107074), (1677209.399225679 5668089.496976236, 1677216.566245663 5668095.682996575, 1677227.975004021 5668105.427290137, 1677232.0254822131 5668108.709874638, 1677239.1044772444 5668112.819409865, 1677244.4510959145 5668115.879776681, 1677255.788883646 5668120.152563754))",0.0,62.83790418745231
143038,7877012,,N,,,0,1,,,unmetalled,"LINESTRING (1609802.024332337 6107898.951475259, 1609801.932195955 6107893.284298495)",0.0,5.667925685995943
89725,3232601,,N,,,0,1,,,sealed,"MULTILINESTRING ((1701576.059486591 5681912.953744414, 1701571.2488470543 5681908.288881833, 1701529.444680347 5681864.897215124, 1701498.0915553123 5681831.824298423, 1701497.7892607385 5681831.534695606), (1701419.035120925 5681758.811487604, 1701416.0707218982 5681756.153465013, 1701368.4457218489 5681711.571173301, 1701341.8550968226 5681688.420131611, 1701320.9757710574 5681669.675433401), (1701268.0421416366 5681621.679676658, 1701256.6592634022 5681611.2940898705, 1701255.2342238557 5681609.951794555), (1701208.851040361 5681566.316844477, 1701163.6582216425 5681524.113881448, 1701134.9509299463 5681496.994089754, 1701130.7175966091 5681490.776381414, 1701127.939471607 5681484.955548075, 1701126.484263271 5681479.399298069, 1701126.2196799368 5681474.504506397, 1701126.6165549364 5681468.022214725, 1701128.6335072587 5681461.106949623))",0.0,402.4857751490142
89726,8055912,,N,,,0,1,,,metalled,"MULTILINESTRING ((1701954.4208784986 5682476.094018831, 1701957.305726273 5682480.837990726, 1701958.8529174968 5682484.839347339), (1701961.5542698123 5682508.90455532, 1701961.7441116944 5682546.176844963, 1701962.8355179448 5682551.051792884, 1701964.872809615 5682555.708459554, 1701968.0015075346 5682560.728928313, 1701973.9678617064 5682567.932209571, 1701993.9376330294 5682588.12436142))",0.0,100.8616375837157
95433,3310267,,N,,,0,1,,,unmetalled,"LINESTRING (1712252.9589362754 5684169.2220743075, 1712258.0086699547 5684178.463151164)",0.0,10.530779254445122
96864,7959785,,N,,,0,1,,,unmetalled,"LINESTRING (1720583.281117263 5683516.062874917, 1720580.7138412008 5683522.119013321, 1720578.1602032566 5683531.5305141425)",0.0,16.329610533457192
