,t50_fid,name_ascii,macronated,name,hway_num,rna_sufi,lane_count,way_count,status,surface,geometry,affected_area,affected_length
62,3197290,THAMES COAST ROAD,N,THAMES COAST ROAD,25,3049809,2,,,sealed,"MULTILINESTRING ((1822780.969410828 5902872.654963669, 1822780.900983735 5902856.027180183, 1822779.8611509884 5902843.722492683, 1822779.8503660238 5902843.409728711), (1823674.1535808137 5899956.858696611, 1823679.9230458308 5899942.155866405, 1823687.4618332451 5899919.972767815, 1823692.5743442466 5899900.822514735, 1823696.473717045 5899882.972052586, 1823696.6563997602 5899881.774465898), (1823698.4705647554 5899857.369653898, 1823698.293424353 5899849.870710159, 1823697.9468134372 5899837.566022659, 1823695.9538006727 5899828.467486126, 1823693.7874824507 5899819.108991411, 1823690.6679842127 5899810.270413064, 1823680.7029203903 5899783.841330755, 1823667.185094689 5899753.339570193, 1823662.0725836828 5899741.9880627105, 1823658.2019106671 5899731.463125963, 1823655.059252986 5899722.390434399), (1824177.0270579504 5897872.342326441, 1824177.357806271 5897869.9278637, 1824178.116416051 5897853.617753461, 1824177.4188191625 5897842.316683874), (1824279.8134336872 5895000.92835987, 1824277.5669168923 5894996.884629641, 1824274.7539250243 5894990.555397939), (1824182.561276435 5894724.082080783, 1824182.2263138138 5894722.378140494))",0.0,294.16998256919067
132827,3286419,WALTER STREET,N,WALTER STREET,,1806617,2,,,sealed,"LINESTRING (1825578.7978994087 5886857.952248117, 1825547.4835390188 5886845.985404119)",0.0,33.52304463955603
139661,3317825,AMY STREET,N,AMY STREET,,1806083,2,,,sealed,"LINESTRING (1825440.806524815 5887016.616795523, 1825443.445900449 5887017.8806128185)",0.0,2.926352318795925
116487,3235972,BROWN STREET,N,BROWN STREET,,1806662,2,,,sealed,"MULTILINESTRING ((1825427.4939339824 5887037.631636982, 1825440.806524815 5887016.616795523, 1825451.3900320902 5886999.46870793, 1825461.708680003 5886984.3270665845, 1825472.4724535905 5886971.158490106, 1825483.0194015075 5886959.6197478445), (1825540.873072034 5886860.310309503, 1825547.4835390206 5886845.985404119, 1825548.486220348 5886843.433802302), (1825556.857320133 5886824.509542809, 1825562.068912699 5886815.043454917, 1825570.9645169768 5886799.880453954, 1825577.4295001347 5886790.297815443, 1825582.0422200828 5886782.871519088))",0.0,163.1973386045089
26457,3218220,CAPTAIN COOK ROAD,N,CAPTAIN COOK ROAD,,1806681,2,,,sealed,"LINESTRING (1845738.42671867 5919703.839080393, 1845741.136384149 5919705.5899411645, 1845758.4365901668 5919714.373122681, 1845774.4060111046 5919720.095498517, 1845792.770845185 5919723.422461213, 1845810.204129709 5919723.422461213, 1845815.8825365056 5919722.694460341)",0.0,81.4138604490885
142752,3289534,PANORAMA AVENUE,N,PANORAMA AVENUE,,1806400,2,,,sealed,"LINESTRING (1841953.8122405247 5920653.932470827, 1841953.4370463928 5920652.431694301, 1841955.0196854752 5920639.374921867, 1841965.1861888543 5920626.406022169, 1841970.2168030275 5920620.769088954)",0.0,38.73335338261004
140445,3266180,OTAUTU WHARF ROAD,N,OTAUTU WHARF ROAD,,1806384,1,,,metalled,"LINESTRING (1818092.5806058748 5945747.4321379885, 1818094.1540721767 5945748.119309602, 1818095.9817542615 5945749.573147867)",0.0,4.052368889360654
26336,3220158,MARAETAI COAST ROAD,N,MARAETAI COAST ROAD,,1829375,2,,,sealed,"LINESTRING (1782897.7174795861 5916348.181618002, 1782892.9423505925 5916352.831085707, 1782889.8271316953 5916353.502995665)",0.0,9.851644676890615
150182,100121157,,N,,,0,1,,,unmetalled,"LINESTRING (1804414.6601389267 5887134.453997225, 1804414.5733059242 5887134.439309811)",0.0,0.08806639788280893
139519,3317756,,N,,,0,2,,,sealed,"LINESTRING (1803978.6579022286 5890116.396505397, 1803968.4844822027 5890118.758390416)",0.0,10.443992333894869
150245,100048615,,N,,,0,1,,,unmetalled,"LINESTRING (1804321.294717025 5891750.8237810265, 1804331.5949402088 5891746.42680699)",0.0,11.199463304723889
3975,100045373,EAST COAST ROAD,N,EAST COAST ROAD,,1805940,2,,,sealed,"MULTILINESTRING ((1804420.9930892913 5891976.196299411, 1804395.489940133 5891932.553316371, 1804390.3951503509 5891923.041352717), (1804355.7069024688 5891836.334094204, 1804347.9183960203 5891810.715292333, 1804331.5949402107 5891746.42680699, 1804316.7722822549 5891690.073999274, 1804315.2242881914 5891683.967704373), (1804291.0771955973 5891533.04862706, 1804293.0302288549 5891503.936075962, 1804293.5863357317 5891496.425979367), (1804280.8370096278 5890640.793056079, 1804277.572004361 5890613.609447225, 1804276.7420806782 5890606.266951667, 1804274.849960979 5890591.174721368, 1804271.1096764645 5890575.48837082, 1804268.5302154873 5890569.947275895), (1804003.4093537284 5890206.228322141, 1804001.5202729565 5890199.0683903545, 1804000.0000000028 5890193.306301822, 1803978.6579022286 5890116.396505398, 1803974.9877814462 5890103.869720561), (1803841.5597554373 5889555.544020687, 1803841.5190454368 5889554.005023165, 1803841.3138033208 5889546.587833462, 1803841.201711041 5889542.536960679, 1803841.0600183522 5889537.416366614, 1803840.557268321 5889519.2476182915), (1803839.9029917968 5889492.911269729, 1803839.6721915256 5889478.053502255), (1803839.0594467153 5889438.608055053, 1803837.1798262799 5889317.60748942), (1803835.7577637376 5889226.062213172, 1803835.7471975454 5889225.382014555), (1804111.1176478146 5888235.600400006, 1804113.5020610634 5888228.510744613), (1804181.6823813058 5887775.321116102, 1804199.628434549 5887710.123511255, 1804222.3921307072 5887635.439410506), (1804414.6071500005 5887134.559051065, 1804414.6601389267 5887134.453997225, 1804426.3805262865 5887106.902645693, 1804436.7243573086 5887079.660876225, 1804448.012389431 5887038.964990054, 1804454.8854359603 5887010.05280011), (1804745.4020390024 5886201.808370853, 1804750.1643437517 5886190.431158749), (1804779.6028914328 5886119.4456102615, 1804780.974857401 5886116.101300345, 1804791.0570639148 5886086.23102524, 1804799.5083808387 5886057.668698857, 1804803.550141036 5886041.280440168))",0.0,985.5038746299466
116692,3236797,,N,,,0,1,,,unmetalled,"LINESTRING (1800817.7247451758 5905634.827585275, 1800818.1241391646 5905634.636570759, 1800832.465165791 5905625.505539453, 1800848.1493097171 5905615.475486081, 1800860.7789449506 5905608.456615041, 1800865.8350899247 5905606.198530877, 1800871.2405200005 5905604.905600001, 1800874.4514010204 5905603.950411783, 1800877.420418037 5905602.925379635, 1800880.4690300003 5905600.767930001, 1800886.7964267945 5905595.307063432, 1800905.737776189 5905579.780079145, 1800911.5283331564 5905573.742385541, 1800915.9690072325 5905567.8295921385)",0.0,120.44143793425422
142399,7876975,,N,,,0,1,,,unmetalled,"LINESTRING (1800682.4190188108 5905727.788323201, 1800674.6462166607 5905734.087920984)",0.0,10.005067990399086
149995,100048110,,N,,,0,1,,,sealed,"LINESTRING (1790762.2431468465 5910854.012193495, 1790764.1124705868 5910848.827671343, 1790767.5018023273 5910840.8454074105, 1790769.8773645787 5910833.019288203, 1790770.789594653 5910821.969598956, 1790770.1515692351 5910808.382829751, 1790763.8993565189 5910791.454579086, 1790759.1181851272 5910771.93927603, 1790755.6726782247 5910758.820100356, 1790755.046989481 5910750.262521805)",0.0,107.3338917732083
142415,3288447,,N,,,0,1,,,metalled,"MULTILINESTRING ((1790607.8208772328 5910607.743185233, 1790584.6796993697 5910591.9644780345), (1790540.462701057 5910562.99701507, 1790538.7522714483 5910561.917964411), (1790487.1679989279 5910534.287874756, 1790486.334129826 5910533.884535897))",0.0,30.95724936088654
