,alphaModif,assetCarri,assetCwayE,assetCwa_1,assetCwayS,assetCwa_2,assetRCAID,assetRoadI,carriagewa,carriage_1,changeDate,createdDat,endName,fullRoadNa,geomModifi,hvyVehicle,hvyVehic_1,ID,ONRCClass,retiredDat,startName,surfaceTyp,trafficVol,vehicleKil,width,TACode,TAName,geometry,affected_area,affected_length
40728,2016/08/04,100797,1618279.4491,5426670.606,1618400.28,5426763.01,Local Authority,520,163,0,0000/00/00,2016/08/04,END OF 1999 CONSTRUCTION,CURTIS STREET,2016/08/04,1.0,0.9,733526,Low Volume,2500/01/01,ALDINGA AVENUE,Thin Surfaced Flexible,110.0,18.0,9.0,052,Nelson City,"LINESTRING Z (1618391.1855781432 5426763.603888282 0, 1618371.1279999996 5426763.217 0, 1618361.9699999997 5426762.679 0, 1618355.6849999996 5426761.96 0, 1618351.1960000005 5426760.524 0, 1618346.886 5426758.549 0, 1618343.295 5426756.035 0, 1618339.7029999997 5426752.802 0, 1618336.2920000004 5426749.211 0, 1618331.6229999997 5426743.824 0, 1618327.313 5426738.796 0, 1618322.1059999997 5426732.152 0, 1618306.5557599154 5426709.175481901 0)",0.0,109.1207005239253
39419,2018/03/15,517,1618644.528732,5427068.81573,1618392.008,5427254.25,Local Authority,331,309,0,0000/00/00,2016/08/04,SEAVIEW ROAD,SONGER STREET,2016/08/04,312.0,6.0,737758,Secondary Collector,2500/01/01,POINT ROAD,Thin Surfaced Flexible,5200.0,1607.0,8.4,052,Nelson City,"MULTILINESTRING Z ((1618392.0080000004 5427254.25 0, 1618394.608 5427248.79 0, 1618398.0489999996 5427243.579 0, 1618401.3490000004 5427239.435 0, 1618405.5590000004 5427234.913 0, 1618410.6279999996 5427230.624 0, 1618416.3190000001 5427226.335 0, 1618422.7910000002 5427221.89 0, 1618471.321285111 5427190.799198619 0), (1618504.7672394 5427169.579481809 0, 1618512.2980000004 5427164.802 0, 1618531.8389999997 5427152.112 0, 1618534.8082967608 5427150.220295319 0))",0.0,138.7598045878342
39833,2016/08/04,498,1617222.41,5427072.33,1617451.06,5427275.96,Local Authority,276,359,0,0000/00/00,2016/08/04,MARTINS POINT,POINT ROAD WEST,2016/08/04,2.0,0.9,736780,Access,2500/01/01,TIDAL SECTION,Thin Surfaced Flexible,234.0,84.0,9.0,052,Nelson City,"LINESTRING Z (1617449.3449999997 5427278.034 0, 1617445.8990000002 5427275.185 0, 1617439.5829999996 5427271.52 0, 1617429.5240000002 5427266.842 0, 1617421.1809999999 5427262.788 0, 1617412.369 5427258.734 0, 1617395.994 5427251.795 0, 1617389.1330000004 5427249.144 0, 1617383.284 5427247.351 0, 1617373.0700000003 5427244.545 0, 1617367.246004569 5427243.07513276 0)",0.0,89.69931024767226
39480,2018/03/15,100775,1618639.292145,5427249.944236,1618725.224,5427188.322,Local Authority,521,103,0,0000/00/00,2016/08/04,DUFFY PLACE,ALLPORT PLACE,2016/08/04,6.0,1.9,732141,Access,2500/01/01,SEAVIEW RD,Thin Surfaced Flexible,320.0,33.0,8.5,052,Nelson City,"LINESTRING Z (1618704.9662875624 5427202.678682461 0, 1618703.5048948738 5427203.714374465 0)",0.0,1.7911802021070116
135214,2016/08/04,6176,1618270.8486,5426754.1343,1620027.9018,5427824.0713,Crown,3453,8362,6082,0000/00/00,2016/08/04,End of Passing Lane (CP44 LHS),006-0116/05.62-I,2016/08/04,669.0,6.0,1455278,Regional,2500/01/01,Quarantine RND Onramp (End of Onramp RHS),Thin Surfaced Flexible,11150.0,25422.0,16.1,900,RAMM StateHighways,"MULTILINESTRING Z ((1618565.5842421649 5427168.325906787 0, 1618556.6642230789 5427153.889818923 0), (1618458.2974335756 5427008.465306931 0, 1618448.4119999995 5426994.805 0, 1618444.5029065912 5426989.440795808 0), (1618444.1269047318 5426988.924831993 0, 1618440.8156366672 5426984.380986099 0), (1618380.0323268892 5426901.160618934 0, 1618360.8530000001 5426874.96 0, 1618347.557 5426856.796 0, 1618276.8550000004 5426760.372 0, 1618271.7089999998 5426753.491 0))",0.0,229.23177596552793
39229,2018/03/15,497,1617181.615162,5427099.526682,1617831.004,5427446.665,Local Authority,210,837,0,0000/00/00,2016/08/04,MARTINS POINT,MARTIN STREET,2016/08/04,15.0,5.0,735653,Access,2500/01/01,POINT RD NTH,Thin Surfaced Flexible,300.0,251.0,8.0,052,Nelson City,"MULTILINESTRING Z ((1617831.0039999997 5427446.665 0, 1617828.9639999997 5427448.841 0, 1617827.1909999996 5427451.375 0, 1617825.1639999999 5427455.555 0, 1617820.9840000002 5427466.324 0, 1617815.1730000004 5427483.813 0, 1617812.1179999998 5427492.294 0, 1617809.9639999997 5427497.489 0, 1617806.9239999996 5427502.556 0, 1617804.011 5427505.977 0, 1617800.7170000002 5427508.637 0, 1617797.17 5427510.538 0, 1617793.4960000003 5427511.678 0, 1617789.4419999998 5427512.058 0, 1617785.7680000002 5427512.059 0, 1617782.0949999997 5427511.552 0, 1617774.7470000004 5427509.399 0, 1617703.9289999995 5427488.88 0, 1617628.3430000003 5427467.305 0, 1617620.949 5427465.194 0, 1617591.4309999999 5427457.468 0, 1617583.1969999997 5427455.949 0, 1617573.4419999998 5427455.442 0, 1617551.4284715715 5427455.583218445 0), (1617549.4763522479 5427455.595741438 0, 1617549.1210053226 5427455.5980210155 0))",0.0,328.0057014313801
39826,2018/03/15,496,1618514.350807,5427368.969916,1618392.008,5427254.25,Local Authority,275,195,0,0000/00/00,2016/08/04,HOULT CRESCENT,POINT ROAD (EAST),2016/08/04,165.0,11.0,736738,Secondary Collector,2500/01/01,SONGER STREET,Thin Surfaced Flexible,1500.0,293.0,9.0,052,Nelson City,"LINESTRING Z (1618392.0080000004 5427254.25 0, 1618390.4019999998 5427258.59 0, 1618390.1610000003 5427259.241 0, 1618388.9919999996 5427263.998 0, 1618388.0559999999 5427269.144 0, 1618387.5889999997 5427274.758 0, 1618387.5889999997 5427279.827 0, 1618388.057 5427284.037 0, 1618388.8370000003 5427288.638 0, 1618390.0070000002 5427293.16 0, 1618391.489 5427297.137 0, 1618393.204 5427300.879 0, 1618395.778 5427305.324 0, 1618398.1950000003 5427309.066 0, 1618401.0020000003 5427312.497 0, 1618404.199 5427315.85 0, 1618407.7089999998 5427318.891 0, 1618412.2309999997 5427322.477 0, 1618416.676 5427325.362 0, 1618420.9649999999 5427328.013 0, 1618425.5650000004 5427330.352 0, 1618436.318 5427335.135 0, 1618483.0417288335 5427354.885383909 0)",0.0,155.15667861655334
134476,2016/08/04,10440,1618402.6883,5426950.208,1619769.2613,5427691.6503,Crown,3450,8145,6401,0000/00/00,2016/08/04,End of passing lane (drop chamber RHS),006-0116/06.00-D,2016/08/04,669.0,6.0,1455347,Regional,2500/01/01,Start of passing lane (first pier LHS),Thin Surfaced Flexible,11150.0,19446.0,13.2,900,RAMM StateHighways,"MULTILINESTRING Z ((1618556.1666949755 5427168.520023586 0, 1618546.7002666038 5427152.450201154 0), (1618459.4830717738 5427025.064238992 0, 1618439.176 5426997.536 0, 1618428.6036837408 5426983.274678354 0))",0.0,70.61143595005782
39831,2018/03/15,101018,1617833.925608,5427444.903304,1617847.407396,5427445.232932,Local Authority,275,1034,1020,0000/00/00,2016/08/04,END OF STAGE,POINT ROAD (EAST),2016/08/04,22.0,2.0,736768,Secondary Collector,2500/01/01,MARTIN STREET,Thin Surfaced Flexible,1100.0,15.0,6.5,052,Nelson City,"LINESTRING Z (1617831.0039999997 5427446.665 0, 1617826.1160000004 5427440.535 0, 1617825.1629999997 5427439.34 0, 1617822.2489999998 5427437.06 0, 1617819.0820000004 5427435.286 0, 1617815.9000000004 5427434.135 0)",0.0,20.08247471794424
39830,2018/03/15,101017,1617847.407396,5427445.232932,1618295.516249,5427484.269959,Local Authority,275,1020,561,0000/00/00,2016/08/04,MARTIN STREET,POINT ROAD (EAST),2016/08/04,60.0,4.0,736762,Secondary Collector,2500/01/01,CHANGE IN CARRIAGEWAY WIDTH,Thin Surfaced Flexible,1500.0,689.0,6.5,052,Nelson City,"LINESTRING Z (1618278.9529999997 5427483.647 0, 1618262.3540000003 5427483.022 0, 1618172.7879999997 5427480.873 0, 1618081.5750000002 5427478.978 0, 1617986.3049999997 5427476.798 0, 1617945.8959999997 5427475.818 0, 1617936.3940000003 5427475.312 0, 1617930.5669999998 5427474.299 0, 1617922.4589999998 5427471.892 0, 1617892.307 5427461.379 0, 1617850.2470000004 5427446.179 0, 1617844.1660000002 5427444.153 0, 1617841.1260000002 5427443.519 0, 1617838.2120000003 5427443.52 0, 1617836.0580000002 5427443.9 0, 1617833.9050000003 5427444.913 0, 1617831.0039999997 5427446.665 0)",0.0,454.0778433989167
39828,2018/03/15,101015,1618454.214422,5427493.578653,1618541.481961,5427450.527017,Local Authority,275,400,292,0000/00/00,2016/08/04,GRACE STREET,POINT ROAD (EAST),2016/08/04,120.0,8.0,736750,Secondary Collector,2500/01/01,HOULT CRESCENT,Thin Surfaced Flexible,1500.0,162.0,7.1,052,Nelson City,"LINESTRING Z (1618486.0930150992 5427494.886534149 0, 1618482.301 5427495.42 0, 1618477.8559999997 5427495.498 0, 1618472.8660000004 5427495.343 0, 1618468.188 5427494.953 0, 1618457.9730000002 5427493.94 0, 1618442.2249999996 5427492.426 0)",0.0,44.047391070867654
39829,2018/03/15,101016,1618295.516249,5427484.269959,1618454.214422,5427493.578653,Local Authority,275,561,400,0000/00/00,2016/08/04,CHANGE IN CARRIAGEWAY WIDTH,POINT ROAD (EAST),2016/08/04,90.0,6.0,736756,Secondary Collector,2500/01/01,GRACE STREET,Thin Surfaced Flexible,1500.0,242.0,9.0,052,Nelson City,"LINESTRING Z (1618442.2249999996 5427492.426 0, 1618437.3949999996 5427492.11 0, 1618412.8490000004 5427490.505 0, 1618327.8499999996 5427486.059 0, 1618299.346 5427484.414 0, 1618278.9529999997 5427483.647 0)",0.0,163.5127880941818
40175,2018/03/15,500,1618460.860954,5427555.065326,1618442.225,5427492.426,Local Authority,127,66,0,0000/00/00,2016/08/04,END,GRACE STREET,2016/08/04,0.0,0.0,734160,Low Volume,2500/01/01,POINT RD NTH,Thin Surfaced Flexible,30.0,2.0,6.5,052,Nelson City,"LINESTRING Z (1618442.2249999996 5427492.426 0, 1618442.028 5427500.88 0, 1618442.1840000004 5427503.765 0, 1618442.7300000004 5427506.65 0, 1618443.7429999998 5427510.237 0, 1618452.4000000004 5427532.615 0, 1618458.4050000003 5427547.898 0, 1618459.3969999999 5427550.793 0)",0.0,61.483814219653254
39832,2018/03/15,101019,1617666.842027,5427377.421409,1617833.905,5427444.913,Local Authority,275,1217,1034,0000/00/00,2016/08/04,TIDAL SECTION,POINT ROAD (EAST),2016/08/04,11.0,1.0,736774,Access,2500/01/01,END OF STAGE,Thin Surfaced Flexible,1100.0,201.0,7.0,052,Nelson City,"MULTILINESTRING Z ((1617815.9000000004 5427434.135 0, 1617737.8760000002 5427405.9 0, 1617662.9100000001 5427375.845 0, 1617651.5553335676 5427370.957725195 0), (1617647.8539083425 5427369.364557985 0, 1617646.9721166987 5427368.985017282 0), (1617628.320196319 5427364.724644911 0, 1617625.512 5427364.314 0, 1617622.9110000003 5427364.201 0))",0.0,182.50532495986835
40249,0000/00/00,0,,,,,,0,0,0,0000/00/00,0000/00/00,,,0000/00/00,0.0,0.0,0,Low Volume,0000/00/00,,,0.0,0.0,0.0,055,Buller District,"LINESTRING Z (1504580.7627464521 5390890.636574814 0, 1504561.5999999996 5390903.074 0)",0.0,22.84513945805691
147545,2016/08/04,7932,1506349.1062,5393204.6706,1505394.3591,5391982.0173,Crown,1289,8692,7121,0000/00/00,2016/08/04,NGAKAWAU RVR BR (SOUTH ABUT),067-0030,2016/08/04,170.0,15.9,1517480,Primary Collector,2500/01/01,NGAKAWAU,Thin Surfaced Flexible,1068.0,1678.0,6.9,900,RAMM StateHighways,"MULTILINESTRING Z ((1505442.726119247 5392094.671405361 0, 1505443.421 5392096.331 0, 1505454.2719999999 5392116.79 0, 1505467.5980000002 5392136.566 0, 1505482.9759999998 5392158.494 0, 1505499.7869999995 5392180.012 0, 1505515.676 5392200.096 0, 1505525.9670000002 5392213.245 0, 1505531.0857202893 5392219.784891655 0), (1505574.694745436 5392275.077512545 0, 1505577.386 5392278.482 0, 1505588.0470000003 5392291.495 0, 1505613.7369999997 5392324.045 0, 1505650.4249999998 5392370.232 0, 1505653.404 5392373.982 0, 1505683.9009999996 5392414.433 0, 1505712.067113895 5392449.402661147 0), (1506071.290889379 5392922.071995998 0, 1506092.989 5392959.783 0, 1506120.0300000003 5393007.769 0, 1506133.409 5393030.191 0, 1506152.119 5393060.656 0, 1506159.1600000001 5393070.409 0, 1506169.6210000003 5393084.385 0, 1506180.182 5393096.349 0, 1506190.0389999999 5393107.107 0, 1506204.12 5393120.177 0, 1506219.4079999998 5393133.247 0, 1506235.5999999996 5393144.708 0, 1506263.2570000002 5393161.193 0, 1506292.6229999997 5393176.271 0, 1506306.738 5393182.238 0, 1506349.7680000002 5393203.378 0, 1506349.847 5393203.425 0))",0.0,783.685507582794
41390,0000/00/00,0,,,,,,0,0,0,0000/00/00,0000/00/00,,,0000/00/00,0.0,0.0,0,Secondary Collector,0000/00/00,,,0.0,0.0,0.0,055,Buller District,"MULTILINESTRING Z ((1506306.738 5393182.238 0, 1506320.2439158931 5393167.759431965 0), (1506328.8578388605 5393162.404118135 0, 1506342.200418599 5393154.744596361 0), (1506343.5454165635 5393153.972478719 0, 1506344.0880000005 5393153.661 0, 1506345.1707729795 5393152.873528743 0))",0.0,37.149265967710704
153079,2016/08/04,7933,1506439.5718,5393266.5873,1506349.1062,5393204.6706,Crown,1289,8802,8692,0000/00/00,2016/08/04,NGAKAWAU RVR BR (NORTH ABUT),067-0030,2016/08/04,170.0,15.9,1508521,Primary Collector,2500/01/01,NGAKAWAU RVR BR (SOUTH ABUT),Thin Surfaced Flexible,1068.0,117.0,3.1,900,RAMM StateHighways,"LINESTRING Z (1506349.847 5393203.425 0, 1506358.8090000004 5393208.752 0, 1506361.1887926597 5393210.166624681 0)",0.0,13.194156437382556
40856,0000/00/00,0,,,,,,0,0,0,0000/00/00,0000/00/00,,,0000/00/00,0.0,0.0,0,Low Volume,0000/00/00,,,0.0,0.0,0.0,055,Buller District,"LINESTRING Z (1506585.4179256903 5393550.139710467 0, 1506581.8439999996 5393552.511 0)",0.0,4.2890510477721895
40054,0000/00/00,0,,,,,,0,0,0,0000/00/00,0000/00/00,,,0000/00/00,0.0,0.0,0,Low Volume,0000/00/00,,,0.0,0.0,0.0,055,Buller District,"LINESTRING Z (1511219.914054465 5402415.996478609 0, 1511173.738 5402443.993 0)",0.0,54.00030755431779
41775,0000/00/00,0,,,,,,0,0,0,0000/00/00,0000/00/00,,,0000/00/00,0.0,0.0,0,Low Volume,0000/00/00,,,0.0,0.0,0.0,055,Buller District,"LINESTRING Z (1511284.084307296 5402473.875528683 0, 1511273.7879999997 5402481.318 0, 1511248.704 5402498.5 0)",0.0,43.10891065298294
42460,0000/00/00,0,,,,,,0,0,0,0000/00/00,0000/00/00,,,0000/00/00,0.0,0.0,0,Access,0000/00/00,,,0.0,0.0,0.0,055,Buller District,"MULTILINESTRING Z ((1511588.0606081043 5402748.050224271 0, 1511577.7692204185 5402754.132069984 0), (1511573.1724785455 5402756.848581665 0, 1511554.3499999996 5402767.972 0, 1511548.1100000003 5402771.872 0, 1511516.7312297535 5402788.48429013 0), (1511486.9931408565 5402805.056937362 0, 1511475.0499999998 5402812.172 0, 1511469.5899999999 5402817.242 0, 1511466.08 5402823.092 0, 1511462.1799999997 5402831.022 0, 1511459.9699999997 5402839.342 0, 1511459.4500000002 5402848.442 0, 1511461.1399999997 5402860.012 0, 1511462.6296625729 5402865.076852749 0))",0.0,148.38878495832267
39242,2018/03/15,100758,1619391.92519,5429468.064936,1619649.432816,5429431.294811,Local Authority,266,1452,1162,0000/00/00,2016/08/04,,PARKERS ROAD,2016/08/04,3.0,1.0,736631,Access,2500/01/01,AA,Thin Surfaced Flexible,300.0,87.0,6.5,052,Nelson City,"LINESTRING Z (1619519.37031829 5429453.17414171 0, 1619496.4079999998 5429448.328 0, 1619485.1509999996 5429446.897 0, 1619467.5980000002 5429446.42 0, 1619445.2750000004 5429445.753 0, 1619425.432 5429445.276 0, 1619421.7110000001 5429445.943 0, 1619416.846 5429447.947 0, 1619408.9280000003 5429454.339 0)",0.0,113.77485519516107
88747,2018/03/08,967,1603667.112518,5443020.463119,1604234.038337,5442310.392722,Local Authority,502,3010,2020,0000/00/00,2016/08/04,FORK IN ROAD,KINA PENINSULA ROAD,2016/08/04,18.0,10.6,1050568,Access,2500/01/01,SEAL END,Unsealed,170.0,168.0,5.4,051,Tasman District,"MULTILINESTRING Z ((1604234.1900092901 5442327.317412536 0, 1604234.1629999997 5442328.61 0, 1604165.3538243817 5442432.295740983 0), (1604163.7820518063 5442434.6641809875 0, 1604155.364 5442447.349 0, 1604053.3451211331 5442630.445239551 0), (1604000.8626034262 5442723.884456888 0, 1603936.4809999997 5442790.105 0, 1603802.1917136442 5442887.729738292 0))",0.0,608.9406361693292
89050,2016/08/04,516,1600787.13,5453161.12,1600502.81,5452762.72,Local Authority,904,617,0,0000/00/00,2016/08/04,END,WHARF ROAD [RIWAKA],2016/08/04,8.0,4.8,1058461,Access,2500/01/01,SCHOOL RD,Thin Surfaced Flexible,167.0,103.0,4.6,051,Tasman District,"LINESTRING Z (1600517.438764882 5452862.719812123 0, 1600521.4479999999 5452881.561 0, 1600539.1229999997 5452947.888 0, 1600546.4009999996 5452976.997 0, 1600547.8559999997 5452989.057 0, 1600547.8569999998 5453001.117 0, 1600546.6090000002 5453013.384 0, 1600543.2829999998 5453038.751 0, 1600542.4519999996 5453050.603 0, 1600543.699 5453062.246 0, 1600547.4419999998 5453079.088 0, 1600552.017 5453091.564 0, 1600559.9179999996 5453106.95 0, 1600568.443 5453120.465 0, 1600575.5130000003 5453126.91 0, 1600584.454 5453131.692 0, 1600607.1169999996 5453138.969 0, 1600616.2659999998 5453143.335 0, 1600625.415 5453150.196 0, 1600642.4649999999 5453166.414 0, 1600652.029 5453173.899 0, 1600667.2079999996 5453180.136 0, 1600683.8420000002 5453184.086 0, 1600698.188 5453184.918 0, 1600703.4136807942 5453184.46736086 0)",0.0,421.3191556367166
89698,2017/12/07,517,1600571.082484,5453270.631058,1600413.929,5452767.877,Local Authority,406,536,0,0000/00/00,2016/08/04,END,GREEN TREE ROAD,2016/08/04,10.0,4.8,1049009,Low Volume,2500/01/01,SCHOOL RD,Thin Surfaced Flexible,208.0,111.0,4.6,051,Tasman District,"MULTILINESTRING Z ((1600426.4936397157 5452866.791179395 0, 1600429.6500000004 5452876.365 0, 1600435.2640000004 5452891.544 0, 1600438.176 5452903.603 0, 1600439.631 5452918.782 0, 1600440.0480000004 5452945.188 0, 1600441.0362659271 5453005.9848667225 0), (1600446.811288182 5453061.260071513 0, 1600449.8229999999 5453083.25 0, 1600454.1900000004 5453112.359 0, 1600457.7249999996 5453129.616 0, 1600462.9230000004 5453143.339 0, 1600473.943 5453162.468 0, 1600488.9139999999 5453186.171 0, 1600503.0530000003 5453205.508 0, 1600524.886 5453233.577 0, 1600536.5300000003 5453249.379 0, 1600545.0549999997 5453256.864 0, 1600552.3320000004 5453261.438 0, 1600565.9689999996 5453268.124 0))",0.0,389.435575241268
90889,2018/03/08,543,1601376.746231,5456966.834216,1601143.763705,5456544.399165,Local Authority,701,5432,4847,0000/00/00,2016/08/04,INLET RD,RIWAKA-KAITERITERI ROAD,2016/08/04,20.0,1.9,1055172,Primary Collector,2500/01/01,100-30 KAITERITERI,Thin Surfaced Flexible,1030.0,603.0,7.2,051,Tasman District,"LINESTRING Z (1601414.145053249 5457006.840122583 0, 1601416.318 5457010.796 0, 1601417.8770000003 5457014.071 0, 1601419.4359999998 5457018.125 0, 1601423.7189999996 5457030.853 0, 1601430.5089999996 5457051.029 0, 1601432.0300000003 5457055.681 0, 1601436.9050000003 5457070.591 0)",0.0,67.78223681555609
88264,2018/03/08,514,1601242.087317,5457143.84218,1601436.905,5457070.591,Local Authority,480,222,0,0000/00/00,2016/08/04,END,INLET ROAD,2016/08/04,8.0,1.8,1050101,Access,2500/01/01,RIWAKA-KAITERITERI RD,Thin Surfaced Flexible,440.0,98.0,15.2,051,Tasman District,"LINESTRING Z (1601436.9050000003 5457070.591 0, 1601435.807068242 5457071.200882807 0)",0.0,1.2559503113281394
87063,2018/03/08,1876,1601637.402616,5457608.102755,1601436.905,5457070.591,Local Authority,489,887,0,0000/00/00,2016/08/04,50-100 KAITERITERI,KAITERITERI-SANDY BAY ROAD,2016/08/04,183.0,7.0,1050287,Secondary Collector,2500/01/01,INLET RD,Thin Surfaced Flexible,2626.0,2329.0,7.1,051,Tasman District,"MULTILINESTRING Z ((1601436.9050000003 5457070.591 0, 1601438.5439999998 5457075.727 0, 1601440.58 5457080.379 0, 1601449.4960000003 5457100.054 0, 1601457.8320000004 5457118.468 0, 1601457.8400471453 5457118.485352625 0), (1601470.9919308468 5457146.852309714 0, 1601471.6352792603 5457148.237288199 0), (1601481.8687576563 5457169.8478821395 0, 1601490.1789999995 5457187.329 0, 1601498.7727596543 5457206.591109638 0))",0.0,94.2774461544794
90404,2017/12/07,2068,1600620.7487,5460955.038543,1600839.538007,5460687.922655,Local Authority,725,2570,2209,0000/00/00,2016/08/04,30-OR MARAHAU,SANDY BAY-MARAHAU ROAD,2016/08/04,0.0,0.0,1055628,Secondary Collector,2500/01/01,FRANKLIN ST,Thin Surfaced Flexible,197.0,71.0,5.6,051,Tasman District,"LINESTRING Z (1600779.4095819497 5460796.349159029 0, 1600749.9187599604 5460825.617677069 0)",0.0,41.54942514472478
87779,2018/03/08,1561,1594710.015921,5480706.629173,1594376.82481,5482123.329089,Local Authority,102,17100,15400,0000/00/00,2016/08/04,SEAL END,ABEL TASMAN DRIVE,2016/08/04,23.0,12.6,1044792,Secondary Collector,2500/01/01,SEAL JOIN,Thin Surfaced Flexible,182.0,309.0,7.0,051,Tasman District,"LINESTRING Z (1594674.5040398762 5481992.330672599 0, 1594707.1159734544 5481961.998181712 0)",0.0,44.53760450623076
89198,2016/08/04,1134,1575532.22,5489220.74,1574924.76,5488694.01,Local Authority,850,912,0,0000/00/00,2016/08/04,END OF PUBLIC ROAD,WASHBOURN ROAD,2016/08/04,5.0,8.8,1058115,Access,2500/01/01,STATE HIGHWAY 60,Unsealed,57.0,52.0,4.1,051,Tasman District,"LINESTRING Z (1575502.488692621 5489236.8014734825 0, 1575504.1909999996 5489236.667 0, 1575512.0710000005 5489239.951 0)",0.0,10.244533573227178
88682,2016/08/04,1041,1574329.94,5491159.8,1574204.99,5491425.42,Local Authority,641,291,0,0000/00/00,2016/08/04,END,PARAPARA ESPLANADE,2016/08/04,3.0,9.7,1053798,Low Volume,2500/01/01,PARAPARA BEACH ROAD,Unsealed,31.0,9.0,3.0,051,Tasman District,"LINESTRING Z (1574264.6408674878 5491299.6215741355 0, 1574264.6629999997 5491299.578 0, 1574279.579 5491273.124 0, 1574297.8955545612 5491245.5038969405 0)",0.0,63.559893865930285
87642,2016/08/04,1544,1573490.5,5496605,1573262.44,5497052.88,Local Authority,177,715,175,0000/00/00,2016/08/04,END,BEACH ROAD [COLLINGWOOD],2016/08/04,11.0,9.9,1045660,Low Volume,2500/01/01,ELIZABETH ST,Thin Surfaced Flexible,111.0,60.0,5.6,051,Tasman District,"LINESTRING Z (1573501.0346044789 5496780.543927547 0, 1573501.2889999999 5496778.916 0, 1573500.8399999999 5496767.533 0, 1573499.6430000002 5496742.971 0, 1573498.296 5496730.839 0, 1573496.2000000002 5496703.281 0, 1573493.955 5496662.243 0, 1573494.255 5496642.922 0, 1573495.0039999997 5496630.64 0, 1573496.5590000004 5496620.523 0, 1573497.937 5496613.272 0, 1573499.137 5496606.539 0)",0.0,174.65801956058817
89693,2018/03/08,163,1576567.292713,5511595.874612,1573422.47523,5507507.874199,Local Authority,19,18289,12950,0000/00/00,2016/08/04,SEAL JOIN,COLLINGWOOD-PUPONGA MAIN ROAD,2016/08/04,15.0,5.7,1047035,Secondary Collector,2500/01/01,PAKAWAU-BUSH RD,Thin Surfaced Flexible,265.0,1415.0,5.5,051,Tasman District,"MULTILINESTRING Z ((1574066.4417058616 5508280.772794946 0, 1574066.9840000002 5508280.97 0, 1574072.8039999995 5508284.921 0, 1574076.9620000003 5508290.119 0, 1574081.3279999997 5508298.019 0, 1574084.8609999996 5508307.375 0, 1574090.0072996577 5508324.144397924 0), (1575465.4716928937 5510468.829448594 0, 1575477.3499999996 5510482.72 0, 1575485.1741499945 5510493.618835292 0), (1575507.5345307533 5510524.54265455 0, 1575528.5704084716 5510552.263775555 0), (1576360.7993153993 5511409.48749024 0, 1576368.1138586022 5511410.165420334 0), (1576377.7540985309 5511411.059710623 0, 1576383.453459337 5511411.697441702 0), (1576388.5408936623 5511412.266701148 0, 1576402.6172563436 5511413.84177847 0))",0.0,144.57348963219
89692,2018/03/08,158,1573422.47523,5507507.874199,1573019.65449,5503506.244348,Local Authority,19,12950,8766,0000/00/00,2016/08/04,PAKAWAU-BUSH RD,COLLINGWOOD-PUPONGA MAIN ROAD,2016/08/04,54.0,16.9,1047029,Secondary Collector,2500/01/01,TOTARA AVE,Thin Surfaced Flexible,320.0,1339.0,5.5,051,Tasman District,"MULTILINESTRING Z ((1573200.6988774415 5504446.103598813 0, 1573217.1639999999 5504522.392 0, 1573249.8200000003 5504676.728 0, 1573267.9160000002 5504764.296 0, 1573277.9000000004 5504814.216 0, 1573289.721 5504867.472 0, 1573294.9675457934 5504893.1960894 0), (1573299.2271726145 5504914.081263277 0, 1573303.247086885 5504933.791113936 0), (1573617.3474179648 5506472.638324393 0, 1573594.892 5506501.928 0, 1573573.676 5506529.8 0, 1573566.2989999996 5506538.22 0, 1573562.881 5506542.664 0, 1573559.1789999995 5506547.477 0, 1573531.012 5506584.892 0, 1573515.3452029105 5506605.666150303 0))",0.0,644.7061459917444
39141,2018/03/15,633,1635084.588417,5443650.502805,1634671.450453,5443271.196079,Local Authority,64,8655,8091,0000/00/00,2016/08/04,START OF PEPPIN ISLAND PRIVATE PROPERTY,CABLE BAY ROAD,2016/08/04,0.0,0.0,733005,Low Volume,2500/01/01,CP NO. 66 (LHS),Unsealed,20.0,11.0,5.5,052,Nelson City,"LINESTRING Z (1635067.2755580836 5443625.727107439 0, 1635067.4900000002 5443626.046 0, 1635082.3896485625 5443647.357785067 0)",0.0,26.38797516433388
88567,2018/03/08,1503,1577414.037567,5513814.985689,1576567.292713,5511595.874612,Local Authority,19,20948,18289,0000/00/00,2016/08/04,SEAL JOIN,COLLINGWOOD-PUPONGA MAIN ROAD,2016/08/04,0.0,0.0,1047041,Secondary Collector,2500/01/01,SEAL JOIN,Thin Surfaced Flexible,123.0,327.0,6.0,051,Tasman District,"MULTILINESTRING Z ((1576634.5867382246 5512225.820468824 0, 1576633.7539060377 5512256.132896709 0), (1576632.402094728 5512274.806311337 0, 1576631.29 5512283.004 0, 1576628.5870000003 5512294.646 0, 1576628.4025365359 5512295.140983965 0), (1576696.1823710485 5512737.814361225 0, 1576702.028333078 5512744.956413635 0), (1577320.2241927506 5513748.002622457 0, 1577323.426 5513749.524 0, 1577338.0574412637 5513758.846852984 0))",0.0,81.20015479728617
